CO_UF;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA
41;Paraná;4119202;Pinhalão;Municipal;Total;202,26;216,27;209,265
41;Paraná;4119251;Pinhal de São Bento;Municipal;Total;231,85;245,15;238,5
41;Paraná;4119301;Pinhão;Municipal;Total;196,46;204,75;200,605
41;Paraná;4119400;Piraí do Sul;Municipal;Total;200,65;214,37;207,51
41;Paraná;4119509;Piraquara;Municipal;Total;205,38;214,26;209,82
41;Paraná;4119608;Pitanga;Municipal;Total;218,41;225,36;221,885
41;Paraná;4119657;Pitangueiras;Municipal;Total;250,74;284,34;267,54
41;Paraná;4119707;Planaltina do Paraná;Municipal;Total;221;237,24;229,12
41;Paraná;4119806;Planalto;Municipal;Total;222,57;244,34;233,455
41;Paraná;4119905;Ponta Grossa;Municipal;Total;218,47;234,02;226,245
41;Paraná;4119954;Pontal do Paraná;Municipal;Total;221,62;230,69;226,155
41;Paraná;4120002;Porecatu;Municipal;Total;235,13;245,37;240,25
41;Paraná;4120101;Porto Amazonas;Municipal;Total;208,14;219,88;214,01
41;Paraná;4120150;Porto Barreiro;Municipal;Total;219,73;238,11;228,92
41;Paraná;4120309;Porto Vitória;Municipal;Total;231,65;256,45;244,05
41;Paraná;4120333;Prado Ferreira;Municipal;Total;225,41;228,19;226,8
41;Paraná;4120358;Pranchita;Municipal;Total;212,82;231,91;222,365
41;Paraná;4120408;Presidente Castelo Branco;Municipal;Total;210,11;221,7;215,905
41;Paraná;4120507;Primeiro de Maio;Municipal;Total;215,21;227,93;221,57
41;Paraná;4120606;Prudentópolis;Municipal;Total;219,58;234,69;227,135
41;Paraná;4120655;Quarto Centenário;Municipal;Total;215,71;231,26;223,485
41;Paraná;4120705;Quatiguá;Municipal;Total;254,13;275,16;264,645
41;Paraná;4120804;Quatro Barras;Municipal;Total;212,31;223,33;217,82
41;Paraná;4120853;Quatro Pontes;Municipal;Total;232,03;248,02;240,025
41;Paraná;4120903;Quedas do Iguaçu;Municipal;Total;219,51;231,81;225,66
41;Paraná;4121000;Querência do Norte;Municipal;Total;210,5;223,13;216,815
41;Paraná;4121109;Quinta do Sol;Municipal;Total;210,79;219,93;215,36
41;Paraná;4121208;Quitandinha;Municipal;Total;210,64;227,52;219,08
41;Paraná;4121257;Ramilândia;Municipal;Total;206,34;230,99;218,665
41;Paraná;4121307;Rancho Alegre;Municipal;Total;214,46;237,37;225,915
41;Paraná;4121356;Rancho Alegre D'Oeste;Municipal;Total;219,69;241,37;230,53
41;Paraná;4121406;Realeza;Municipal;Total;250,98;277,78;264,38
41;Paraná;4121505;Rebouças;Municipal;Total;221,92;237,52;229,72
41;Paraná;4121604;Renascença;Municipal;Total;237,16;246,95;242,055
41;Paraná;4121703;Reserva;Municipal;Total;216,49;223,46;219,975
41;Paraná;4121752;Reserva do Iguaçu;Municipal;Total;195,47;199,46;197,465
41;Paraná;4121802;Ribeirão Claro;Municipal;Total;242,11;253,29;247,7
41;Paraná;4121901;Ribeirão do Pinhal;Municipal;Total;234,54;256,56;245,55
41;Paraná;4122008;Rio Azul;Municipal;Total;212,16;226,63;219,395
41;Paraná;4122107;Rio Bom;Municipal;Total;213,7;227,03;220,365
41;Paraná;4122156;Rio Bonito do Iguaçu;Municipal;Total;227;231,6;229,3
41;Paraná;4122172;Rio Branco do Ivaí;Municipal;Total;237,65;279,43;258,54
41;Paraná;4122206;Rio Branco do Sul;Municipal;Total;205,09;213,93;209,51
41;Paraná;4122305;Rio Negro;Municipal;Total;242,14;265,01;253,575
41;Paraná;4122404;Rolândia;Municipal;Total;245,06;256,78;250,92
41;Paraná;4122503;Roncador;Municipal;Total;233,86;244,63;239,245
41;Paraná;4122602;Rondon;Municipal;Total;233,78;242,79;238,285
41;Paraná;4122651;Rosário do Ivaí;Municipal;Total;222,91;236,85;229,88
41;Paraná;4122701;Sabáudia;Municipal;Total;222,11;230,17;226,14
41;Paraná;4122800;Salgado Filho;Municipal;Total;223,98;239,81;231,895
41;Paraná;4122909;Salto do Itararé;Municipal;Total;209,5;230,63;220,065
41;Paraná;4123006;Salto do Lontra;Municipal;Total;235,9;257,89;246,895
41;Paraná;4123105;Santa Amélia;Municipal;Total;204,63;216,82;210,725
41;Paraná;4123204;Santa Cecília do Pavão;Municipal;Total;204,26;226,84;215,55
41;Paraná;4123402;Santa Fé;Municipal;Total;219,13;223,35;221,24
41;Paraná;4123501;Santa Helena;Municipal;Total;241,02;261,78;251,4
41;Paraná;4123600;Santa Inês;Municipal;Total;197,92;213,05;205,485
41;Paraná;4123709;Santa Isabel do Ivaí;Municipal;Total;243,67;248,34;246,005
41;Paraná;4123808;Santa Izabel do Oeste;Municipal;Total;247,36;277,14;262,25
41;Paraná;4123824;Santa Lúcia;Municipal;Total;203,59;214,57;209,08
41;Paraná;4123857;Santa Maria do Oeste;Municipal;Total;195,53;204,68;200,105
41;Paraná;4123907;Santa Mariana;Municipal;Total;201,4;224,84;213,12
41;Paraná;4123956;Santa Mônica;Municipal;Total;205,09;214,13;209,61
41;Paraná;4124004;Santana do Itararé;Municipal;Total;223,13;240,8;231,965
41;Paraná;4124020;Santa Tereza do Oeste;Municipal;Total;219,55;227,9;223,725
41;Paraná;4124053;Santa Terezinha de Itaipu;Municipal;Total;235,08;251,46;243,27
41;Paraná;4124103;Santo Antônio da Platina;Municipal;Total;232,59;247,72;240,155
41;Paraná;4124202;Santo Antônio do Caiuá;Municipal;Total;203,02;212,79;207,905
41;Paraná;4124301;Santo Antônio do Paraíso;Municipal;Total;202,94;216,3;209,62
41;Paraná;4124400;Santo Antônio do Sudoeste;Municipal;Total;215,79;231,25;223,52
41;Paraná;4124509;Santo Inácio;Municipal;Total;223,61;227,18;225,395
41;Paraná;4124608;São Carlos do Ivaí;Municipal;Total;212,8;230,4;221,6
41;Paraná;4124707;São Jerônimo da Serra;Municipal;Total;199,37;202,62;200,995
41;Paraná;4124806;São João;Municipal;Total;245,56;269,28;257,42
41;Paraná;4124905;São João do Caiuá;Municipal;Total;231,2;240,94;236,07
41;Paraná;4125001;São João do Ivaí;Municipal;Total;204,72;212,98;208,85
41;Paraná;4125100;São João do Triunfo;Municipal;Total;214,15;225,19;219,67
41;Paraná;4125209;São Jorge d'Oeste;Municipal;Total;231,2;241,01;236,105
41;Paraná;4125308;São Jorge do Ivaí;Municipal;Total;222,87;237,73;230,3
41;Paraná;4125357;São Jorge do Patrocínio;Municipal;Total;213,88;234,43;224,155
41;Paraná;4125407;São José da Boa Vista;Municipal;Total;232,62;237,63;235,125
41;Paraná;4125456;São José das Palmeiras;Municipal;Total;225,73;235,43;230,58
41;Paraná;4125506;São José dos Pinhais;Municipal;Total;228,19;238,15;233,17
41;Paraná;4125555;São Manoel do Paraná;Municipal;Total;227,85;241,22;234,535
41;Paraná;4125605;São Mateus do Sul;Municipal;Total;228,3;241,06;234,68
41;Paraná;4125704;São Miguel do Iguaçu;Municipal;Total;224,91;247,29;236,1
41;Paraná;4125753;São Pedro do Iguaçu;Municipal;Total;223,78;233,94;228,86
41;Paraná;4125803;São Pedro do Ivaí;Municipal;Total;232,93;227,62;230,275
41;Paraná;4125902;São Pedro do Paraná;Municipal;Total;220,47;213,08;216,775
41;Paraná;4126009;São Sebastião da Amoreira;Municipal;Total;217,52;233,88;225,7
41;Paraná;4126108;São Tomé;Municipal;Total;236,3;254,36;245,33
41;Paraná;4126207;Sapopema;Municipal;Total;233,17;230,9;232,035
41;Paraná;4126256;Sarandi;Municipal;Total;220,68;231,27;225,975
41;Paraná;4126272;Saudade do Iguaçu;Municipal;Total;217,42;228,71;223,065
41;Paraná;4126306;Sengés;Municipal;Total;229,85;245,48;237,665
41;Paraná;4126355;Serranópolis do Iguaçu;Municipal;Total;269,54;304,47;287,005
41;Paraná;4126405;Sertaneja;Municipal;Total;264,76;300,81;282,785
41;Paraná;4126504;Sertanópolis;Municipal;Total;227,5;241,36;234,43
41;Paraná;4126603;Siqueira Campos;Municipal;Total;235,9;260,64;248,27
41;Paraná;4126652;Sulina;Municipal;Total;210,95;212,91;211,93
41;Paraná;4126678;Tamarana;Municipal;Total;208,57;227,95;218,26
41;Paraná;4126702;Tamboara;Municipal;Total;222,07;235,36;228,715
41;Paraná;4126801;Tapejara;Municipal;Total;233,8;235,91;234,855
41;Paraná;4126900;Tapira;Municipal;Total;217,8;230,51;224,155
41;Paraná;4127007;Teixeira Soares;Municipal;Total;218,73;228,53;223,63
41;Paraná;4127106;Telêmaco Borba;Municipal;Total;227,26;230,84;229,05
41;Paraná;4127205;Terra Boa;Municipal;Total;244,93;264,13;254,53
41;Paraná;4127304;Terra Rica;Municipal;Total;227,37;243,83;235,6
41;Paraná;4127403;Terra Roxa;Municipal;Total;201,37;221,09;211,23
41;Paraná;4127502;Tibagi;Municipal;Total;222,68;235,82;229,25
41;Paraná;4127601;Tijucas do Sul;Municipal;Total;209,74;222,74;216,24
41;Paraná;4127700;Toledo;Municipal;Total;230,31;243,48;236,895
41;Paraná;4127809;Tomazina;Municipal;Total;213,1;221,31;217,205
41;Paraná;4127858;Três Barras do Paraná;Municipal;Total;216,94;229,72;223,33
41;Paraná;4127882;Tunas do Paraná;Municipal;Total;205,46;206,66;206,06
41;Paraná;4127908;Tuneiras do Oeste;Municipal;Total;212,05;224,42;218,235
41;Paraná;4127957;Tupãssi;Municipal;Total;239,75;280,97;260,36
41;Paraná;4127965;Turvo;Municipal;Total;229,06;243,77;236,415
41;Paraná;4128005;Ubiratã;Municipal;Total;239,62;254,57;247,095
41;Paraná;4128104;Umuarama;Municipal;Total;234,54;239,15;236,845
41;Paraná;4128203;União da Vitória;Municipal;Total;223,06;238,15;230,605
41;Paraná;4128302;Uniflor;Municipal;Total;224,17;223,55;223,86
41;Paraná;4128401;Uraí;Municipal;Total;208,3;222,45;215,375
41;Paraná;4128500;Wenceslau Braz;Municipal;Total;236,97;244,16;240,565
41;Paraná;4128534;Ventania;Municipal;Total;208,38;212,71;210,545
41;Paraná;4128559;Vera Cruz do Oeste;Municipal;Total;205,48;219,88;212,68
41;Paraná;4128609;Verê;Municipal;Total;222,85;233,33;228,09
41;Paraná;4128625;Alto Paraíso;Municipal;Total;225,61;260,85;243,23
41;Paraná;4128633;Doutor Ulysses;Municipal;Total;200,13;220,43;210,28
41;Paraná;4128658;Virmond;Municipal;Total;225,3;248,45;236,875
41;Paraná;4128708;Vitorino;Municipal;Total;241,29;270,25;255,77
41;Paraná;4128807;Xambrê;Municipal;Total;224,37;236;230,185
42;Santa Catarina;4200051;Abdon Batista;Municipal;Total;232,35;248,08;240,215
42;Santa Catarina;4200101;Abelardo Luz;Municipal;Total;222,21;230,68;226,445
42;Santa Catarina;4200200;Agrolândia;Municipal;Total;225,46;226,16;225,81
42;Santa Catarina;4200309;Agronômica;Municipal;Total;210,2;229,14;219,67
42;Santa Catarina;4200408;Água Doce;Municipal;Total;232,98;239,37;236,175
42;Santa Catarina;4200507;Águas de Chapecó;Municipal;Total;242,95;239,11;241,03
42;Santa Catarina;4200556;Águas Frias;Municipal;Total;237,4;262,57;249,985
42;Santa Catarina;4200606;Águas Mornas;Municipal;Total;236,21;264,63;250,42
42;Santa Catarina;4200705;Alfredo Wagner;Municipal;Total;210,75;215;212,875
42;Santa Catarina;4200754;Alto Bela Vista;Municipal;Total;229,94;237,22;233,58
42;Santa Catarina;4200804;Anchieta;Municipal;Total;244,68;263,57;254,125
42;Santa Catarina;4200903;Angelina;Municipal;Total;237,44;233,67;235,555
42;Santa Catarina;4201000;Anita Garibaldi;Municipal;Total;201,11;216,43;208,77
42;Santa Catarina;4201109;Anitápolis;Municipal;Total;211,82;216,38;214,1
42;Santa Catarina;4201208;Antônio Carlos;Municipal;Total;226,7;245,6;236,15
42;Santa Catarina;4201257;Apiúna;Municipal;Total;215,71;224,1;219,905
42;Santa Catarina;4201273;Arabutã;Municipal;Total;254,85;265,46;260,155
42;Santa Catarina;4201307;Araquari;Municipal;Total;223,95;231,73;227,84
42;Santa Catarina;4201406;Araranguá;Municipal;Total;212,33;221,53;216,93
42;Santa Catarina;4201505;Armazém;Municipal;Total;220,03;235,52;227,775
42;Santa Catarina;4201604;Arroio Trinta;Municipal;Total;241,1;255,39;248,245
42;Santa Catarina;4201653;Arvoredo;Municipal;Total;208,58;224,72;216,65
42;Santa Catarina;4201703;Ascurra;Municipal;Total;215,93;227,57;221,75
42;Santa Catarina;4201802;Atalanta;Municipal;Total;230,92;253,27;242,095
42;Santa Catarina;4201901;Aurora;Municipal;Total;206,71;219,01;212,86
42;Santa Catarina;4201950;Balneário Arroio do Silva;Municipal;Total;212,15;211,99;212,07
42;Santa Catarina;4202008;Balneário Camboriú;Municipal;Total;232,39;239,66;236,025
42;Santa Catarina;4202057;Balneário Barra do Sul;Municipal;Total;209,74;217,81;213,775
42;Santa Catarina;4202073;Balneário Gaivota;Municipal;Total;207,17;215,96;211,565
42;Santa Catarina;4202081;Bandeirante;Municipal;Total;228,89;239,7;234,295
42;Santa Catarina;4202107;Barra Velha;Municipal;Total;219,95;225,3;222,625
42;Santa Catarina;4202131;Bela Vista do Toldo;Municipal;Total;202,87;214,22;208,545
42;Santa Catarina;4202156;Belmonte;Municipal;Total;213,42;223,09;218,255
42;Santa Catarina;4202305;Biguaçu;Municipal;Total;212,68;218,99;215,835
42;Santa Catarina;4202404;Blumenau;Municipal;Total;235,89;242,67;239,28
42;Santa Catarina;4202438;Bocaina do Sul;Municipal;Total;205,95;217,27;211,61
42;Santa Catarina;4202453;Bombinhas;Municipal;Total;230,41;242,62;236,515
42;Santa Catarina;4202503;Bom Jardim da Serra;Municipal;Total;194,1;198,63;196,365
42;Santa Catarina;4202537;Bom Jesus;Municipal;Total;221,64;240,07;230,855
42;Santa Catarina;4202578;Bom Jesus do Oeste;Municipal;Total;217,73;244,08;230,905
42;Santa Catarina;4202602;Bom Retiro;Municipal;Total;194,57;200,61;197,59
42;Santa Catarina;4202701;Botuverá;Municipal;Total;213,63;223,01;218,32
42;Santa Catarina;4202800;Braço do Norte;Municipal;Total;211,79;230,2;220,995
42;Santa Catarina;4202859;Braço do Trombudo;Municipal;Total;230,62;236,1;233,36
42;Santa Catarina;4202875;Brunópolis;Municipal;Total;208,05;216,21;212,13
42;Santa Catarina;4202909;Brusque;Municipal;Total;227,64;234,76;231,2
42;Santa Catarina;4203006;Caçador;Municipal;Total;211,77;219,1;215,435
42;Santa Catarina;4203105;Caibi;Municipal;Total;232,31;232,55;232,43
42;Santa Catarina;4203154;Calmon;Municipal;Total;181,31;193,38;187,345
42;Santa Catarina;4203204;Camboriú;Municipal;Total;211,59;222,5;217,045
42;Santa Catarina;4203253;Capão Alto;Municipal;Total;222,4;220,67;221,535
42;Santa Catarina;4203303;Campo Alegre;Municipal;Total;230,88;240,36;235,62
42;Santa Catarina;4203402;Campo Belo do Sul;Municipal;Total;192,51;188;190,255
42;Santa Catarina;4203501;Campo Erê;Municipal;Total;219,95;224,84;222,395
42;Santa Catarina;4203600;Campos Novos;Municipal;Total;214,78;221,07;217,925
42;Santa Catarina;4203709;Canelinha;Municipal;Total;230,36;237,72;234,04
42;Santa Catarina;4203808;Canoinhas;Municipal;Total;225,22;237,09;231,155
42;Santa Catarina;4203907;Capinzal;Municipal;Total;237,71;241,06;239,385
42;Santa Catarina;4203956;Capivari de Baixo;Municipal;Total;213,37;219,78;216,575
42;Santa Catarina;4204004;Catanduvas;Municipal;Total;217,16;226,58;221,87
42;Santa Catarina;4204103;Caxambu do Sul;Municipal;Total;188,3;209,22;198,76
42;Santa Catarina;4204152;Celso Ramos;Municipal;Total;217,94;235,3;226,62
42;Santa Catarina;4204178;Cerro Negro;Municipal;Total;196,85;199,52;198,185
42;Santa Catarina;4204194;Chapadão do Lageado;Municipal;Total;211,37;225,29;218,33
42;Santa Catarina;4204202;Chapecó;Municipal;Total;230,73;236,7;233,715
42;Santa Catarina;4204251;Cocal do Sul;Municipal;Total;229,11;249;239,055
42;Santa Catarina;4204301;Concórdia;Municipal;Total;232,29;242,08;237,185
42;Santa Catarina;4204350;Cordilheira Alta;Municipal;Total;230,58;247,63;239,105
42;Santa Catarina;4204400;Coronel Freitas;Municipal;Total;229,4;235,3;232,35
42;Santa Catarina;4204459;Coronel Martins;Municipal;Total;197,03;200,08;198,555
42;Santa Catarina;4204509;Corupá;Municipal;Total;220,48;234,78;227,63
42;Santa Catarina;4204558;Correia Pinto;Municipal;Total;193,91;200,1;197,005
42;Santa Catarina;4204608;Criciúma;Municipal;Total;222,87;232,09;227,48
42;Santa Catarina;4204707;Cunha Porã;Municipal;Total;231,59;233,94;232,765
42;Santa Catarina;4204756;Cunhataí;Municipal;Total;257,17;291,14;274,155
42;Santa Catarina;4204806;Curitibanos;Municipal;Total;208,08;214,65;211,365
42;Santa Catarina;4204905;Descanso;Municipal;Total;227,34;245,42;236,38
42;Santa Catarina;4205001;Dionísio Cerqueira;Municipal;Total;223,67;229,05;226,36
42;Santa Catarina;4205159;Doutor Pedrinho;Municipal;Total;226,79;230,04;228,415
42;Santa Catarina;4205175;Entre Rios;Municipal;Total;207,31;207,52;207,415
42;Santa Catarina;4205191;Ermo;Municipal;Total;198,47;204,9;201,685
42;Santa Catarina;4205209;Erval Velho;Municipal;Total;234,75;236,4;235,575
42;Santa Catarina;4205308;Faxinal dos Guedes;Municipal;Total;220,05;233,34;226,695
42;Santa Catarina;4205357;Flor do Sertão;Municipal;Total;221,29;228,53;224,91
42;Santa Catarina;4205407;Florianópolis;Municipal;Total;219,14;225,73;222,435
42;Santa Catarina;4205431;Formosa do Sul;Municipal;Total;230,12;237,25;233,685
42;Santa Catarina;4205456;Forquilhinha;Municipal;Total;235,05;246,9;240,975
42;Santa Catarina;4205506;Fraiburgo;Municipal;Total;245,57;250,8;248,185
42;Santa Catarina;4205555;Frei Rogério;Municipal;Total;205,31;203,48;204,395
42;Santa Catarina;4205605;Galvão;Municipal;Total;207,27;225,17;216,22
42;Santa Catarina;4205704;Garopaba;Municipal;Total;244,51;254,17;249,34
42;Santa Catarina;4205803;Garuva;Municipal;Total;218,26;223,38;220,82
42;Santa Catarina;4205902;Gaspar;Municipal;Total;220,33;230,6;225,465
42;Santa Catarina;4206009;Governador Celso Ramos;Municipal;Total;236,31;244,16;240,235
42;Santa Catarina;4206108;Grão Pará;Municipal;Total;227,14;242,72;234,93
42;Santa Catarina;4206207;Gravatal;Municipal;Total;197,81;205,66;201,735
42;Santa Catarina;4206306;Guabiruba;Municipal;Total;220,83;231,14;225,985
42;Santa Catarina;4206405;Guaraciaba;Municipal;Total;235,39;252,94;244,165
42;Santa Catarina;4206504;Guaramirim;Municipal;Total;232,3;237,86;235,08
42;Santa Catarina;4206603;Guarujá do Sul;Municipal;Total;219,99;232,27;226,13
42;Santa Catarina;4206652;Guatambú;Municipal;Total;226,42;229,25;227,835
42;Santa Catarina;4206702;Herval d'Oeste;Municipal;Total;231,6;238,14;234,87
42;Santa Catarina;4206751;Ibiam;Municipal;Total;230,29;248,8;239,545
42;Santa Catarina;4206801;Ibicaré;Municipal;Total;238,09;252,54;245,315
42;Santa Catarina;4206900;Ibirama;Municipal;Total;219,02;226,26;222,64
42;Santa Catarina;4207007;Içara;Municipal;Total;234,06;241,81;237,935
42;Santa Catarina;4207106;Ilhota;Municipal;Total;221,2;230,32;225,76
42;Santa Catarina;4207205;Imaruí;Municipal;Total;220,41;227,73;224,07
42;Santa Catarina;4207304;Imbituba;Municipal;Total;229,72;236,42;233,07
42;Santa Catarina;4207403;Imbuia;Municipal;Total;208,22;229,95;219,085
42;Santa Catarina;4207502;Indaial;Municipal;Total;232,39;243,04;237,715
42;Santa Catarina;4207577;Iomerê;Municipal;Total;242,18;254,53;248,355
42;Santa Catarina;4207601;Ipira;Municipal;Total;238,25;255,99;247,12
42;Santa Catarina;4207650;Iporã do Oeste;Municipal;Total;252,63;270,54;261,585
42;Santa Catarina;4207684;Ipuaçu;Municipal;Total;222,56;228,21;225,385
42;Santa Catarina;4207700;Ipumirim;Municipal;Total;244,93;254,39;249,66
42;Santa Catarina;4207759;Iraceminha;Municipal;Total;207,88;227,1;217,49
42;Santa Catarina;4207809;Irani;Municipal;Total;217;223,51;220,255
42;Santa Catarina;4207858;Irati;Municipal;Total;230,39;240,65;235,52
42;Santa Catarina;4207908;Irineópolis;Municipal;Total;246,06;260,53;253,295
42;Santa Catarina;4208005;Itá;Municipal;Total;236,85;248,89;242,87
42;Santa Catarina;4208104;Itaiópolis;Municipal;Total;209,45;231,88;220,665
42;Santa Catarina;4208203;Itajaí;Municipal;Total;224,69;236,64;230,665
42;Santa Catarina;4208302;Itapema;Municipal;Total;226,95;233,43;230,19
42;Santa Catarina;4208401;Itapiranga;Municipal;Total;240,14;252,12;246,13
42;Santa Catarina;4208450;Itapoá;Municipal;Total;229,59;233,34;231,465
42;Santa Catarina;4208500;Ituporanga;Municipal;Total;231,14;242,19;236,665
42;Santa Catarina;4208609;Jaborá;Municipal;Total;228,48;243,76;236,12
42;Santa Catarina;4208708;Jacinto Machado;Municipal;Total;220,54;230;225,27
42;Santa Catarina;4208807;Jaguaruna;Municipal;Total;219,7;226,99;223,345
42;Santa Catarina;4208906;Jaraguá do Sul;Municipal;Total;245,19;253,7;249,445
42;Santa Catarina;4208955;Jardinópolis;Municipal;Total;220,49;252,32;236,405
42;Santa Catarina;4209003;Joaçaba;Municipal;Total;236,53;237,79;237,16
42;Santa Catarina;4209102;Joinville;Municipal;Total;247,14;260,54;253,84
42;Santa Catarina;4209151;José Boiteux;Municipal;Total;212,27;221,58;216,925
42;Santa Catarina;4209177;Jupiá;Municipal;Total;215,37;225,5;220,435
42;Santa Catarina;4209201;Lacerdópolis;Municipal;Total;234,01;229,32;231,665
42;Santa Catarina;4209300;Lages;Municipal;Total;215,32;218,36;216,84
42;Santa Catarina;4209409;Laguna;Municipal;Total;211,54;216,98;214,26
42;Santa Catarina;4209458;Lajeado Grande;Municipal;Total;229,74;241,16;235,45
42;Santa Catarina;4209508;Laurentino;Municipal;Total;230,97;243,94;237,455
42;Santa Catarina;4209607;Lauro Müller;Municipal;Total;225,6;231,68;228,64
42;Santa Catarina;4209706;Lebon Régis;Municipal;Total;205;214,14;209,57
42;Santa Catarina;4209805;Leoberto Leal;Municipal;Total;214,51;224,73;219,62
42;Santa Catarina;4209854;Lindóia do Sul;Municipal;Total;236,61;257,13;246,87
42;Santa Catarina;4209904;Lontras;Municipal;Total;210,64;218,49;214,565
42;Santa Catarina;4210001;Luiz Alves;Municipal;Total;226,37;238,68;232,525
42;Santa Catarina;4210035;Luzerna;Municipal;Total;257,36;271,13;264,245
42;Santa Catarina;4210050;Macieira;Municipal;Total;204,76;212,48;208,62
42;Santa Catarina;4210100;Mafra;Municipal;Total;234,12;247,22;240,67
42;Santa Catarina;4210209;Major Gercino;Municipal;Total;221,37;230,87;226,12
42;Santa Catarina;4210308;Major Vieira;Municipal;Total;220,11;227,85;223,98
42;Santa Catarina;4210407;Maracajá;Municipal;Total;213,08;221,61;217,345
42;Santa Catarina;4210506;Maravilha;Municipal;Total;223,5;230,99;227,245
42;Santa Catarina;4210555;Marema;Municipal;Total;230,46;253,59;242,025
42;Santa Catarina;4210605;Massaranduba;Municipal;Total;247,48;259,34;253,41
42;Santa Catarina;4210704;Matos Costa;Municipal;Total;221,59;223,11;222,35
42;Santa Catarina;4210803;Meleiro;Municipal;Total;235,33;250,38;242,855
42;Santa Catarina;4210852;Mirim Doce;Municipal;Total;214,13;220,83;217,48
42;Santa Catarina;4210902;Modelo;Municipal;Total;237,38;255,54;246,46
42;Santa Catarina;4211009;Mondaí;Municipal;Total;230,82;235,07;232,945
42;Santa Catarina;4211058;Monte Carlo;Municipal;Total;210,79;216,05;213,42
42;Santa Catarina;4211108;Monte Castelo;Municipal;Total;204,73;210,19;207,46
42;Santa Catarina;4211207;Morro da Fumaça;Municipal;Total;229,97;239,19;234,58
42;Santa Catarina;4211256;Morro Grande;Municipal;Total;200,75;206,77;203,76
42;Santa Catarina;4211306;Navegantes;Municipal;Total;225;230,23;227,615
42;Santa Catarina;4211405;Nova Erechim;Municipal;Total;225,56;251,47;238,515
42;Santa Catarina;4211454;Nova Itaberaba;Municipal;Total;209,51;225,73;217,62
42;Santa Catarina;4211504;Nova Trento;Municipal;Total;217,97;237,93;227,95
42;Santa Catarina;4211603;Nova Veneza;Municipal;Total;234,58;238,3;236,44
42;Santa Catarina;4211652;Novo Horizonte;Municipal;Total;225,72;239,05;232,385
42;Santa Catarina;4211702;Orleans;Municipal;Total;218,34;234,41;226,375
42;Santa Catarina;4211751;Otacílio Costa;Municipal;Total;230,38;245,68;238,03
42;Santa Catarina;4211801;Ouro;Municipal;Total;243,38;247,75;245,565
42;Santa Catarina;4211850;Ouro Verde;Municipal;Total;210,86;214,7;212,78
42;Santa Catarina;4211876;Paial;Municipal;Total;220,45;241,49;230,97
42;Santa Catarina;4211892;Painel;Municipal;Total;167,54;190,44;178,99
42;Santa Catarina;4211900;Palhoça;Municipal;Total;220,51;225,48;222,995
42;Santa Catarina;4212007;Palma Sola;Municipal;Total;219,37;224,5;221,935
42;Santa Catarina;4212056;Palmeira;Municipal;Total;245,52;257,63;251,575
42;Santa Catarina;4212106;Palmitos;Municipal;Total;220,32;227,67;223,995
42;Santa Catarina;4212205;Papanduva;Municipal;Total;240,35;258,58;249,465
42;Santa Catarina;4212239;Paraíso;Municipal;Total;216,23;241,72;228,975
42;Santa Catarina;4212254;Passo de Torres;Municipal;Total;206,02;214,44;210,23
42;Santa Catarina;4212270;Passos Maia;Municipal;Total;218,13;213,48;215,805
42;Santa Catarina;4212304;Paulo Lopes;Municipal;Total;218,84;226,24;222,54
42;Santa Catarina;4212403;Pedras Grandes;Municipal;Total;195,16;201,77;198,465
42;Santa Catarina;4212502;Penha;Municipal;Total;221,36;229,4;225,38
42;Santa Catarina;4212601;Peritiba;Municipal;Total;239,3;273,59;256,445
42;Santa Catarina;4212650;Pescaria Brava;Municipal;Total;215,02;219,5;217,26
42;Santa Catarina;4212700;Petrolândia;Municipal;Total;213,02;226,16;219,59
42;Santa Catarina;4212809;Balneário Piçarras;Municipal;Total;224,63;235,06;229,845
42;Santa Catarina;4212908;Pinhalzinho;Municipal;Total;215,94;234,62;225,28
42;Santa Catarina;4213005;Pinheiro Preto;Municipal;Total;224,49;236,41;230,45
42;Santa Catarina;4213104;Piratuba;Municipal;Total;240,99;262,52;251,755
42;Santa Catarina;4213153;Planalto Alegre;Municipal;Total;224,89;252,43;238,66
42;Santa Catarina;4213203;Pomerode;Municipal;Total;238,25;256,87;247,56
42;Santa Catarina;4213302;Ponte Alta;Municipal;Total;211,03;222,11;216,57
42;Santa Catarina;4213351;Ponte Alta do Norte;Municipal;Total;223,33;224,24;223,785
42;Santa Catarina;4213401;Ponte Serrada;Municipal;Total;209,1;212,31;210,705
42;Santa Catarina;4213500;Porto Belo;Municipal;Total;222,5;227,42;224,96
42;Santa Catarina;4213609;Porto União;Municipal;Total;212,47;219,22;215,845
42;Santa Catarina;4213708;Pouso Redondo;Municipal;Total;208,24;206,25;207,245
42;Santa Catarina;4213807;Praia Grande;Municipal;Total;213,43;230,77;222,1
42;Santa Catarina;4213906;Presidente Castello Branco;Municipal;Total;235,06;257,82;246,44
42;Santa Catarina;4214003;Presidente Getúlio;Municipal;Total;207,39;215,91;211,65
42;Santa Catarina;4214102;Presidente Nereu;Municipal;Total;232,14;247,28;239,71
42;Santa Catarina;4214151;Princesa;Municipal;Total;212,44;227,09;219,765
42;Santa Catarina;4214201;Quilombo;Municipal;Total;228,08;240,09;234,085
