CO_UF;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA
22;Piauí;2202455;Capitão Gervásio Oliveira;Municipal;Total;178,26;185,81;182,035
22;Piauí;2202505;Caracol;Municipal;Total;170,97;175,75;173,36
22;Piauí;2202539;Caraúbas do Piauí;Municipal;Total;177,65;189,74;183,695
22;Piauí;2202554;Caridade do Piauí;Municipal;Total;179,29;190,85;185,07
22;Piauí;2202604;Castelo do Piauí;Municipal;Total;235,27;257,11;246,19
22;Piauí;2202653;Caxingó;Municipal;Total;181,27;187,86;184,565
22;Piauí;2202703;Cocal;Municipal;Total;195,79;210,92;203,355
22;Piauí;2202711;Cocal de Telha;Municipal;Total;200,03;201,3;200,665
22;Piauí;2202729;Cocal dos Alves;Municipal;Total;218,42;224,07;221,245
22;Piauí;2202737;Coivaras;Municipal;Total;198,76;198,94;198,85
22;Piauí;2202752;Colônia do Gurguéia;Municipal;Total;178,77;187,5;183,135
22;Piauí;2202778;Colônia do Piauí;Municipal;Total;201,93;210,27;206,1
22;Piauí;2202802;Conceição do Canindé;Municipal;Total;194,21;208,66;201,435
22;Piauí;2202851;Coronel José Dias;Municipal;Total;197,48;217,26;207,37
22;Piauí;2202901;Corrente;Municipal;Total;162,17;176,54;169,355
22;Piauí;2203008;Cristalândia do Piauí;Municipal;Total;153,57;168,83;161,2
22;Piauí;2203107;Cristino Castro;Municipal;Total;182,73;194,31;188,52
22;Piauí;2203206;Curimatá;Municipal;Total;157,64;169,46;163,55
22;Piauí;2203230;Currais;Municipal;Total;164,62;174,52;169,57
22;Piauí;2203255;Curralinhos;Municipal;Total;183,35;193,81;188,58
22;Piauí;2203271;Curral Novo do Piauí;Municipal;Total;177,51;188,77;183,14
22;Piauí;2203305;Demerval Lobão;Municipal;Total;194;207,54;200,77
22;Piauí;2203354;Dirceu Arcoverde;Municipal;Total;167,15;172,72;169,935
22;Piauí;2203404;Dom Expedito Lopes;Municipal;Total;190,91;203,07;196,99
22;Piauí;2203420;Domingos Mourão;Municipal;Total;238,94;239,03;238,985
22;Piauí;2203453;Dom Inocêncio;Municipal;Total;189,02;201,24;195,13
22;Piauí;2203503;Elesbão Veloso;Municipal;Total;187,44;198,65;193,045
22;Piauí;2203602;Eliseu Martins;Municipal;Total;186,74;190,22;188,48
22;Piauí;2203701;Esperantina;Municipal;Total;182,24;190,45;186,345
22;Piauí;2203750;Fartura do Piauí;Municipal;Total;175,54;190,86;183,2
22;Piauí;2203800;Flores do Piauí;Municipal;Total;177,17;197,58;187,375
22;Piauí;2203859;Floresta do Piauí;Municipal;Total;;;0
22;Piauí;2203909;Floriano;Municipal;Total;211,87;222,24;217,055
22;Piauí;2204006;Francinópolis;Municipal;Total;190,83;196,93;193,88
22;Piauí;2204105;Francisco Ayres;Municipal;Total;204,28;210,41;207,345
22;Piauí;2204154;Francisco Macedo;Municipal;Total;178,78;192,56;185,67
22;Piauí;2204204;Francisco Santos;Municipal;Total;208,21;210,76;209,485
22;Piauí;2204303;Fronteiras;Municipal;Total;208,54;219,16;213,85
22;Piauí;2204352;Geminiano;Municipal;Total;190,35;199,92;195,135
22;Piauí;2204402;Gilbués;Municipal;Total;168,19;182,45;175,32
22;Piauí;2204501;Guadalupe;Municipal;Total;182,15;189,59;185,87
22;Piauí;2204550;Guaribas;Municipal;Total;159,07;168,85;163,96
22;Piauí;2204600;Hugo Napoleão;Municipal;Total;173,49;182,47;177,98
22;Piauí;2204659;Ilha Grande;Municipal;Total;178,17;179,67;178,92
22;Piauí;2204709;Inhuma;Municipal;Total;204,41;203,53;203,97
22;Piauí;2204808;Ipiranga do Piauí;Municipal;Total;203,09;203,05;203,07
22;Piauí;2204907;Isaías Coelho;Municipal;Total;184,88;200,73;192,805
22;Piauí;2205003;Itainópolis;Municipal;Total;177,9;192,26;185,08
22;Piauí;2205102;Itaueira;Municipal;Total;180,15;190,47;185,31
22;Piauí;2205151;Jacobina do Piauí;Municipal;Total;181,51;191,3;186,405
22;Piauí;2205201;Jaicós;Municipal;Total;175,68;187,27;181,475
22;Piauí;2205250;Jardim do Mulato;Municipal;Total;169,41;186,92;178,165
22;Piauí;2205276;Jatobá do Piauí;Municipal;Total;183,05;196,74;189,895
22;Piauí;2205300;Jerumenha;Municipal;Total;174,33;179,6;176,965
22;Piauí;2205359;João Costa;Municipal;Total;175,61;177,13;176,37
22;Piauí;2205409;Joaquim Pires;Municipal;Total;203,86;212,92;208,39
22;Piauí;2205458;Joca Marques;Municipal;Total;193,08;199,72;196,4
22;Piauí;2205508;José de Freitas;Municipal;Total;172,08;179,85;175,965
22;Piauí;2205516;Juazeiro do Piauí;Municipal;Total;214,3;210,83;212,565
22;Piauí;2205524;Júlio Borges;Municipal;Total;159,64;175,45;167,545
22;Piauí;2205532;Jurema;Municipal;Total;173,63;181,17;177,4
22;Piauí;2205540;Lagoinha do Piauí;Municipal;Total;218,71;236,4;227,555
22;Piauí;2205557;Lagoa Alegre;Municipal;Total;175,12;185,9;180,51
22;Piauí;2205565;Lagoa do Barro do Piauí;Municipal;Total;194,66;203,38;199,02
22;Piauí;2205573;Lagoa de São Francisco;Municipal;Total;182,27;190,7;186,485
22;Piauí;2205581;Lagoa do Piauí;Municipal;Total;186,88;199,76;193,32
22;Piauí;2205599;Lagoa do Sítio;Municipal;Total;160,67;176,25;168,46
22;Piauí;2205607;Landri Sales;Municipal;Total;202,13;197,52;199,825
22;Piauí;2205706;Luís Correia;Municipal;Total;183,83;185,43;184,63
22;Piauí;2205805;Luzilândia;Municipal;Total;172,27;179,09;175,68
22;Piauí;2205854;Madeiro;Municipal;Total;176,6;180,11;178,355
22;Piauí;2205904;Manoel Emídio;Municipal;Total;202,59;208,56;205,575
22;Piauí;2205953;Marcolândia;Municipal;Total;192,11;202,07;197,09
22;Piauí;2206001;Marcos Parente;Municipal;Total;180,42;198,09;189,255
22;Piauí;2206050;Massapê do Piauí;Municipal;Total;191,01;200,38;195,695
22;Piauí;2206100;Matias Olímpio;Municipal;Total;170,41;179,18;174,795
22;Piauí;2206209;Miguel Alves;Municipal;Total;167,77;175,84;171,805
22;Piauí;2206308;Miguel Leão;Municipal;Total;170,61;181,14;175,875
22;Piauí;2206357;Milton Brandão;Municipal;Total;;;0
22;Piauí;2206407;Monsenhor Gil;Municipal;Total;220,18;230,98;225,58
22;Piauí;2206506;Monsenhor Hipólito;Municipal;Total;187,71;201,48;194,595
22;Piauí;2206605;Monte Alegre do Piauí;Municipal;Total;170,27;179,95;175,11
22;Piauí;2206654;Morro Cabeça no Tempo;Municipal;Total;157,88;160,36;159,12
22;Piauí;2206670;Morro do Chapéu do Piauí;Municipal;Total;201,14;206,32;203,73
22;Piauí;2206696;Murici dos Portelas;Municipal;Total;183,92;191,06;187,49
22;Piauí;2206704;Nazaré do Piauí;Municipal;Total;175,24;182,13;178,685
22;Piauí;2206720;Nazária;Municipal;Total;186,67;196,41;191,54
22;Piauí;2206753;Nossa Senhora de Nazaré;Municipal;Total;197,25;202,72;199,985
22;Piauí;2206803;Nossa Senhora dos Remédios;Municipal;Total;167,86;182,43;175,145
22;Piauí;2206902;Novo Oriente do Piauí;Municipal;Total;185,7;193,06;189,38
22;Piauí;2206951;Novo Santo Antônio;Municipal;Total;196,3;206,27;201,285
22;Piauí;2207009;Oeiras;Municipal;Total;234,67;254,66;244,665
22;Piauí;2207108;Olho D'Água do Piauí;Municipal;Total;191,57;217,85;204,71
22;Piauí;2207207;Padre Marcos;Municipal;Total;189,51;198,37;193,94
22;Piauí;2207306;Paes Landim;Municipal;Total;175,29;183,94;179,615
22;Piauí;2207355;Pajeú do Piauí;Municipal;Total;225,49;246,9;236,195
22;Piauí;2207405;Palmeira do Piauí;Municipal;Total;182,52;197,93;190,225
22;Piauí;2207504;Palmeirais;Municipal;Total;167,96;180,23;174,095
22;Piauí;2207553;Paquetá;Municipal;Total;173,7;186,96;180,33
22;Piauí;2207603;Parnaguá;Municipal;Total;162,61;169,44;166,025
22;Piauí;2207702;Parnaíba;Municipal;Total;198,94;201,11;200,025
22;Piauí;2207751;Passagem Franca do Piauí;Municipal;Total;178,44;179,18;178,81
22;Piauí;2207777;Patos do Piauí;Municipal;Total;202,42;216,84;209,63
22;Piauí;2207793;Pau D'Arco do Piauí;Municipal;Total;208,47;208,63;208,55
22;Piauí;2207801;Paulistana;Municipal;Total;188,9;201,21;195,055
22;Piauí;2207850;Pavussu;Municipal;Total;164,57;179,71;172,14
22;Piauí;2207900;Pedro II;Municipal;Total;182,56;188,16;185,36
22;Piauí;2207934;Pedro Laurentino;Municipal;Total;161,85;179,45;170,65
22;Piauí;2207959;Nova Santa Rita;Municipal;Total;177,75;189,32;183,535
22;Piauí;2208007;Picos;Municipal;Total;190,95;198,38;194,665
22;Piauí;2208106;Pimenteiras;Municipal;Total;161,11;174,17;167,64
22;Piauí;2208205;Pio IX;Municipal;Total;187,24;195,79;191,515
22;Piauí;2208304;Piracuruca;Municipal;Total;211;214,35;212,675
22;Piauí;2208403;Piripiri;Municipal;Total;196,03;200;198,015
22;Piauí;2208502;Porto;Municipal;Total;170,66;183,51;177,085
22;Piauí;2208551;Porto Alegre do Piauí;Municipal;Total;182,65;192,1;187,375
22;Piauí;2208601;Prata do Piauí;Municipal;Total;193,99;207,78;200,885
22;Piauí;2208650;Queimada Nova;Municipal;Total;174,96;184,78;179,87
22;Piauí;2208700;Redenção do Gurguéia;Municipal;Total;176,74;183,9;180,32
22;Piauí;2208809;Regeneração;Municipal;Total;176,5;186,82;181,66
22;Piauí;2208858;Riacho Frio;Municipal;Total;169,87;183,97;176,92
22;Piauí;2208874;Ribeira do Piauí;Municipal;Total;172,03;181,01;176,52
22;Piauí;2208908;Ribeiro Gonçalves;Municipal;Total;186,43;194,43;190,43
22;Piauí;2209005;Rio Grande do Piauí;Municipal;Total;178,27;187,74;183,005
22;Piauí;2209104;Santa Cruz do Piauí;Municipal;Total;172,41;185;178,705
22;Piauí;2209153;Santa Cruz dos Milagres;Municipal;Total;191,2;212,05;201,625
22;Piauí;2209203;Santa Filomena;Municipal;Total;177,39;192,15;184,77
22;Piauí;2209302;Santa Luz;Municipal;Total;182,34;192,78;187,56
22;Piauí;2209351;Santana do Piauí;Municipal;Total;182,9;196,1;189,5
22;Piauí;2209377;Santa Rosa do Piauí;Municipal;Total;188,67;193,17;190,92
22;Piauí;2209401;Santo Antônio de Lisboa;Municipal;Total;179,46;199,34;189,4
22;Piauí;2209450;Santo Antônio dos Milagres;Municipal;Total;166,94;188,42;177,68
22;Piauí;2209500;Santo Inácio do Piauí;Municipal;Total;219,38;225,68;222,53
22;Piauí;2209559;São Braz do Piauí;Municipal;Total;192,59;197,37;194,98
22;Piauí;2209609;São Félix do Piauí;Municipal;Total;212,72;213,7;213,21
22;Piauí;2209658;São Francisco de Assis do Piauí;Municipal;Total;186,4;199,99;193,195
22;Piauí;2209708;São Francisco do Piauí;Municipal;Total;192,06;197,71;194,885
22;Piauí;2209757;São Gonçalo do Gurguéia;Municipal;Total;160,8;178,79;169,795
22;Piauí;2209807;São Gonçalo do Piauí;Municipal;Total;181,31;191,07;186,19
22;Piauí;2209856;São João da Canabrava;Municipal;Total;200,83;202,85;201,84
22;Piauí;2209872;São João da Fronteira;Municipal;Total;184,23;185,35;184,79
22;Piauí;2209906;São João da Serra;Municipal;Total;210,03;213,55;211,79
22;Piauí;2209955;São João da Varjota;Municipal;Total;182,86;190,51;186,685
22;Piauí;2209971;São João do Arraial;Municipal;Total;181,13;187,91;184,52
22;Piauí;2210003;São João do Piauí;Municipal;Total;163,78;170,76;167,27
22;Piauí;2210052;São José do Divino;Municipal;Total;200,56;212,93;206,745
22;Piauí;2210102;São José do Peixe;Municipal;Total;188,93;195,4;192,165
22;Piauí;2210201;São José do Piauí;Municipal;Total;182,76;191,68;187,22
22;Piauí;2210300;São Julião;Municipal;Total;181,57;192,14;186,855
22;Piauí;2210359;São Lourenço do Piauí;Municipal;Total;168,01;176,4;172,205
22;Piauí;2210375;São Luis do Piauí;Municipal;Total;204,21;213,88;209,045
22;Piauí;2210383;São Miguel da Baixa Grande;Municipal;Total;193,13;198,43;195,78
22;Piauí;2210391;São Miguel do Fidalgo;Municipal;Total;202,82;202,24;202,53
22;Piauí;2210409;São Miguel do Tapuio;Municipal;Total;210,56;218,62;214,59
22;Piauí;2210508;São Pedro do Piauí;Municipal;Total;172,02;190,54;181,28
22;Piauí;2210607;São Raimundo Nonato;Municipal;Total;168,1;178,96;173,53
22;Piauí;2210623;Sebastião Barros;Municipal;Total;168,05;182,24;175,145
22;Piauí;2210631;Sebastião Leal;Municipal;Total;237,9;245,23;241,565
22;Piauí;2210656;Sigefredo Pacheco;Municipal;Total;173,28;185,19;179,235
22;Piauí;2210706;Simões;Municipal;Total;175,15;186,32;180,735
22;Piauí;2210805;Simplício Mendes;Municipal;Total;193,96;219,15;206,555
22;Piauí;2210904;Socorro do Piauí;Municipal;Total;176,92;196,14;186,53
22;Piauí;2210938;Sussuapara;Municipal;Total;183,16;194,12;188,64
22;Piauí;2210953;Tamboril do Piauí;Municipal;Total;190,33;203,83;197,08
22;Piauí;2210979;Tanque do Piauí;Municipal;Total;209,18;219,51;214,345
22;Piauí;2211001;Teresina;Municipal;Total;230,43;246,94;238,685
22;Piauí;2211100;União;Municipal;Total;188,16;195,2;191,68
22;Piauí;2211209;Uruçuí;Municipal;Total;181,17;186,14;183,655
22;Piauí;2211308;Valença do Piauí;Municipal;Total;180,01;185,68;182,845
22;Piauí;2211357;Várzea Branca;Municipal;Total;181,19;189,71;185,45
22;Piauí;2211407;Várzea Grande;Municipal;Total;188,2;199,15;193,675
22;Piauí;2211506;Vera Mendes;Municipal;Total;190,4;210,51;200,455
22;Piauí;2211605;Vila Nova do Piauí;Municipal;Total;193,36;203,88;198,62
22;Piauí;2211704;Wall Ferraz;Municipal;Total;181,59;193,45;187,52
23;Ceará;2300101;Abaiara;Municipal;Total;207,51;223,57;215,54
23;Ceará;2300150;Acarape;Municipal;Total;208,87;215,44;212,155
23;Ceará;2300200;Acaraú;Municipal;Total;223,75;238,88;231,315
23;Ceará;2300309;Acopiara;Municipal;Total;216,22;214,27;215,245
23;Ceará;2300408;Aiuaba;Municipal;Total;206,42;214,71;210,565
23;Ceará;2300507;Alcântaras;Municipal;Total;231,45;245,78;238,615
23;Ceará;2300606;Altaneira;Municipal;Total;240,93;242,11;241,52
23;Ceará;2300705;Alto Santo;Municipal;Total;199,36;204,71;202,035
23;Ceará;2300754;Amontada;Municipal;Total;211,95;215,62;213,785
23;Ceará;2300804;Antonina do Norte;Municipal;Total;208,12;209,14;208,63
23;Ceará;2300903;Apuiarés;Municipal;Total;206,22;203,13;204,675
23;Ceará;2301000;Aquiraz;Municipal;Total;217,32;224,4;220,86
23;Ceará;2301109;Aracati;Municipal;Total;215,26;221,56;218,41
23;Ceará;2301208;Aracoiaba;Municipal;Total;211,01;210,38;210,695
23;Ceará;2301257;Ararendá;Municipal;Total;267,84;280,41;274,125
23;Ceará;2301307;Araripe;Municipal;Total;221,7;226,36;224,03
23;Ceará;2301406;Aratuba;Municipal;Total;202,19;213,82;208,005
23;Ceará;2301505;Arneiroz;Municipal;Total;201,86;202,75;202,305
23;Ceará;2301604;Assaré;Municipal;Total;216,7;221,17;218,935
23;Ceará;2301703;Aurora;Municipal;Total;202,51;211,53;207,02
23;Ceará;2301802;Baixio;Municipal;Total;190,79;195,06;192,925
23;Ceará;2301851;Banabuiú;Municipal;Total;208,29;216,18;212,235
23;Ceará;2301901;Barbalha;Municipal;Total;212,96;238,21;225,585
23;Ceará;2301950;Barreira;Municipal;Total;219,09;216,74;217,915
23;Ceará;2302008;Barro;Municipal;Total;203,52;208,48;206
23;Ceará;2302057;Barroquinha;Municipal;Total;248,28;257,96;253,12
23;Ceará;2302107;Baturité;Municipal;Total;201,09;206,1;203,595
23;Ceará;2302206;Beberibe;Municipal;Total;219,86;229,03;224,445
23;Ceará;2302305;Bela Cruz;Municipal;Total;230,78;235,23;233,005
23;Ceará;2302404;Boa Viagem;Municipal;Total;205,45;214,79;210,12
23;Ceará;2302503;Brejo Santo;Municipal;Total;248,3;269,01;258,655
23;Ceará;2302602;Camocim;Municipal;Total;229,68;236,88;233,28
23;Ceará;2302701;Campos Sales;Municipal;Total;212,46;222,78;217,62
23;Ceará;2302800;Canindé;Municipal;Total;204,33;206,9;205,615
23;Ceará;2302909;Capistrano;Municipal;Total;209,16;213,85;211,505
23;Ceará;2303006;Caridade;Municipal;Total;209,28;221,88;215,58
23;Ceará;2303105;Cariré;Municipal;Total;253,14;269,43;261,285
23;Ceará;2303204;Caririaçu;Municipal;Total;197,71;212,5;205,105
23;Ceará;2303303;Cariús;Municipal;Total;211,65;223,75;217,7
23;Ceará;2303402;Carnaubal;Municipal;Total;208,83;216,14;212,485
23;Ceará;2303501;Cascavel;Municipal;Total;223,73;228,46;226,095
23;Ceará;2303600;Catarina;Municipal;Total;200,95;206,26;203,605
23;Ceará;2303659;Catunda;Municipal;Total;253,66;288,62;271,14
23;Ceará;2303709;Caucaia;Municipal;Total;201,92;200,36;201,14
23;Ceará;2303808;Cedro;Municipal;Total;206,85;220,01;213,43
23;Ceará;2303907;Chaval;Municipal;Total;222,95;224,06;223,505
23;Ceará;2303931;Choró;Municipal;Total;209,07;210;209,535
23;Ceará;2303956;Chorozinho;Municipal;Total;225,6;230,33;227,965
23;Ceará;2304004;Coreaú;Municipal;Total;254,69;281,49;268,09
23;Ceará;2304103;Crateús;Municipal;Total;208,86;211,14;210
23;Ceará;2304202;Crato;Municipal;Total;206,47;209,09;207,78
23;Ceará;2304236;Croatá;Municipal;Total;224,57;225,38;224,975
23;Ceará;2304251;Cruz;Municipal;Total;246,45;259,49;252,97
23;Ceará;2304269;Deputado Irapuan Pinheiro;Municipal;Total;262,22;299,14;280,68
23;Ceará;2304277;Ererê;Municipal;Total;217,99;231,48;224,735
23;Ceará;2304285;Eusébio;Municipal;Total;230,87;246,62;238,745
23;Ceará;2304301;Farias Brito;Municipal;Total;224,38;236,65;230,515
23;Ceará;2304350;Forquilha;Municipal;Total;251,9;274,16;263,03
23;Ceará;2304400;Fortaleza;Municipal;Total;218,13;222,41;220,27
23;Ceará;2304459;Fortim;Municipal;Total;233,05;244,6;238,825
23;Ceará;2304509;Frecheirinha;Municipal;Total;244,54;275,64;260,09
23;Ceará;2304608;General Sampaio;Municipal;Total;207,76;216,84;212,3
23;Ceará;2304657;Graça;Municipal;Total;228,93;247,52;238,225
23;Ceará;2304707;Granja;Municipal;Total;251,85;278,05;264,95
23;Ceará;2304806;Granjeiro;Municipal;Total;207,79;211,89;209,84
23;Ceará;2304905;Groaíras;Municipal;Total;248,36;269,78;259,07
23;Ceará;2304954;Guaiúba;Municipal;Total;208,6;209,34;208,97
23;Ceará;2305001;Guaraciaba do Norte;Municipal;Total;219,32;227,54;223,43
23;Ceará;2305100;Guaramiranga;Municipal;Total;222,53;227,47;225
23;Ceará;2305209;Hidrolândia;Municipal;Total;220,29;230,6;225,445
23;Ceará;2305233;Horizonte;Municipal;Total;230,43;240,71;235,57
23;Ceará;2305266;Ibaretama;Municipal;Total;197,99;200,39;199,19
23;Ceará;2305308;Ibiapina;Municipal;Total;216,34;224,44;220,39
23;Ceará;2305332;Ibicuitinga;Municipal;Total;220,77;225,28;223,025
23;Ceará;2305357;Icapuí;Municipal;Total;214,74;219,84;217,29
23;Ceará;2305407;Icó;Municipal;Total;180,62;189,78;185,2
23;Ceará;2305506;Iguatu;Municipal;Total;213,86;215,37;214,615
23;Ceará;2305605;Independência;Municipal;Total;227,41;233,6;230,505
23;Ceará;2305654;Ipaporanga;Municipal;Total;240,38;253,2;246,79
23;Ceará;2305704;Ipaumirim;Municipal;Total;178,99;192,57;185,78
23;Ceará;2305803;Ipu;Municipal;Total;245,87;253,09;249,48
23;Ceará;2305902;Ipueiras;Municipal;Total;215,9;221,66;218,78
23;Ceará;2306009;Iracema;Municipal;Total;210,03;215,31;212,67
23;Ceará;2306108;Irauçuba;Municipal;Total;219,36;228,27;223,815
23;Ceará;2306207;Itaiçaba;Municipal;Total;249,45;252,26;250,855
23;Ceará;2306256;Itaitinga;Municipal;Total;211,24;215,66;213,45
23;Ceará;2306306;Itapajé;Municipal;Total;213,19;212,41;212,8
23;Ceará;2306405;Itapipoca;Municipal;Total;209,87;216,88;213,375
23;Ceará;2306504;Itapiúna;Municipal;Total;200,55;210,81;205,68
23;Ceará;2306553;Itarema;Municipal;Total;206,72;218,68;212,7
23;Ceará;2306603;Itatira;Municipal;Total;232,26;258,86;245,56
23;Ceará;2306702;Jaguaretama;Municipal;Total;207,2;215,05;211,125
23;Ceará;2306801;Jaguaribara;Municipal;Total;207,24;218,61;212,925
23;Ceará;2306900;Jaguaribe;Municipal;Total;221,28;233,39;227,335
23;Ceará;2307007;Jaguaruana;Municipal;Total;221,97;230,53;226,25
23;Ceará;2307106;Jardim;Municipal;Total;206,92;209,93;208,425
23;Ceará;2307205;Jati;Municipal;Total;232,03;261,39;246,71
23;Ceará;2307254;Jijoca de Jericoacoara;Municipal;Total;266,15;285,61;275,88
23;Ceará;2307304;Juazeiro do Norte;Municipal;Total;195,8;201,25;198,525
23;Ceará;2307403;Jucás;Municipal;Total;221,12;230,43;225,775
23;Ceará;2307502;Lavras da Mangabeira;Municipal;Total;199,76;205,81;202,785
23;Ceará;2307601;Limoeiro do Norte;Municipal;Total;211,12;213,87;212,495
23;Ceará;2307635;Madalena;Municipal;Total;214,03;217,39;215,71
23;Ceará;2307650;Maracanaú;Municipal;Total;213,33;217,41;215,37
23;Ceará;2307700;Maranguape;Municipal;Total;215,74;217,24;216,49
23;Ceará;2307809;Marco;Municipal;Total;210,68;223,24;216,96
23;Ceará;2307908;Martinópole;Municipal;Total;237,17;270,78;253,975
23;Ceará;2308005;Massapê;Municipal;Total;221,08;232,89;226,985
23;Ceará;2308104;Mauriti;Municipal;Total;209,72;227,58;218,65
23;Ceará;2308203;Meruoca;Municipal;Total;253,51;270,67;262,09
23;Ceará;2308302;Milagres;Municipal;Total;191,76;199,62;195,69
23;Ceará;2308351;Milhã;Municipal;Total;263,42;303;283,21
23;Ceará;2308377;Miraíma;Municipal;Total;192,09;199,89;195,99
23;Ceará;2308401;Missão Velha;Municipal;Total;196,43;210,26;203,345
23;Ceará;2308500;Mombaça;Municipal;Total;209,4;230,27;219,835
23;Ceará;2308609;Monsenhor Tabosa;Municipal;Total;222,08;222,26;222,17
23;Ceará;2308708;Morada Nova;Municipal;Total;209,04;219,44;214,24
23;Ceará;2308807;Moraújo;Municipal;Total;224,61;239,61;232,11
23;Ceará;2308906;Morrinhos;Municipal;Total;232,83;244,17;238,5
23;Ceará;2309003;Mucambo;Municipal;Total;224,14;245,74;234,94
23;Ceará;2309102;Mulungu;Municipal;Total;207,25;217,6;212,425
23;Ceará;2309201;Nova Olinda;Municipal;Total;233,91;246,86;240,385
23;Ceará;2309300;Nova Russas;Municipal;Total;215,4;228,53;221,965
23;Ceará;2309409;Novo Oriente;Municipal;Total;245;260,52;252,76
23;Ceará;2309458;Ocara;Municipal;Total;213,14;217,23;215,185
23;Ceará;2309508;Orós;Municipal;Total;217,58;223,17;220,375
23;Ceará;2309607;Pacajus;Municipal;Total;219,12;219,75;219,435
23;Ceará;2309706;Pacatuba;Municipal;Total;208,75;209,2;208,975
23;Ceará;2309805;Pacoti;Municipal;Total;208,88;205,45;207,165
23;Ceará;2309904;Pacujá;Municipal;Total;226,5;255,13;240,815
23;Ceará;2310001;Palhano;Municipal;Total;215,58;216,27;215,925
23;Ceará;2310100;Palmácia;Municipal;Total;209,99;204,85;207,42
23;Ceará;2310209;Paracuru;Municipal;Total;202,3;201,78;202,04
23;Ceará;2310258;Paraipaba;Municipal;Total;207,51;210,83;209,17
23;Ceará;2310308;Parambu;Municipal;Total;218,87;218,48;218,675
23;Ceará;2310407;Paramoti;Municipal;Total;209,3;217,38;213,34
23;Ceará;2310506;Pedra Branca;Municipal;Total;231,3;260,01;245,655
23;Ceará;2310605;Penaforte;Municipal;Total;216,04;259,13;237,585
23;Ceará;2310704;Pentecoste;Municipal;Total;225,62;232,18;228,9
23;Ceará;2310803;Pereiro;Municipal;Total;214,88;219,06;216,97
23;Ceará;2310852;Pindoretama;Municipal;Total;215,88;223,44;219,66
23;Ceará;2310902;Piquet Carneiro;Municipal;Total;242,83;246,31;244,57
23;Ceará;2310951;Pires Ferreira;Municipal;Total;237,95;268,11;253,03
23;Ceará;2311009;Poranga;Municipal;Total;208,61;215,99;212,3
23;Ceará;2311108;Porteiras;Municipal;Total;211,52;236,45;223,985
23;Ceará;2311207;Potengi;Municipal;Total;201,1;207,65;204,375
23;Ceará;2311231;Potiretama;Municipal;Total;211,34;218,15;214,745
23;Ceará;2311264;Quiterianópolis;Municipal;Total;218,55;226,01;222,28
23;Ceará;2311306;Quixadá;Municipal;Total;196,36;197,15;196,755
23;Ceará;2311355;Quixelô;Municipal;Total;223,93;226,83;225,38
23;Ceará;2311405;Quixeramobim;Municipal;Total;249,13;268,56;258,845
23;Ceará;2311504;Quixeré;Municipal;Total;216,94;225,02;220,98
23;Ceará;2311603;Redenção;Municipal;Total;209,15;211,83;210,49
23;Ceará;2311702;Reriutaba;Municipal;Total;241,07;275,65;258,36
23;Ceará;2311801;Russas;Municipal;Total;228,03;245,25;236,64
23;Ceará;2311900;Saboeiro;Municipal;Total;204,77;212,68;208,725
23;Ceará;2311959;Salitre;Municipal;Total;224,47;260,94;242,705
23;Ceará;2312007;Santana do Acaraú;Municipal;Total;212,45;224,3;218,375
23;Ceará;2312106;Santana do Cariri;Municipal;Total;203,87;210,38;207,125
23;Ceará;2312205;Santa Quitéria;Municipal;Total;206,16;211,19;208,675
23;Ceará;2312304;São Benedito;Municipal;Total;208,11;218,09;213,1
23;Ceará;2312403;São Gonçalo do Amarante;Municipal;Total;226,22;235,18;230,7
23;Ceará;2312502;São João do Jaguaribe;Municipal;Total;228,78;242,81;235,795
23;Ceará;2312601;São Luís do Curu;Municipal;Total;195,27;193,12;194,195
23;Ceará;2312700;Senador Pompeu;Municipal;Total;214,99;217,74;216,365
23;Ceará;2312809;Senador Sá;Municipal;Total;226,12;251,67;238,895
23;Ceará;2312908;Sobral;Municipal;Total;284,45;313,32;298,885
23;Ceará;2313005;Solonópole;Municipal;Total;214,75;230,37;222,56
23;Ceará;2313104;Tabuleiro do Norte;Municipal;Total;218,43;225,43;221,93
23;Ceará;2313203;Tamboril;Municipal;Total;214,57;221,98;218,275
23;Ceará;2313252;Tarrafas;Municipal;Total;214,04;228,24;221,14
23;Ceará;2313302;Tauá;Municipal;Total;220,41;228,97;224,69
23;Ceará;2313351;Tejuçuoca;Municipal;Total;197,21;204,53;200,87
23;Ceará;2313401;Tianguá;Municipal;Total;214,98;218,8;216,89
23;Ceará;2313500;Trairi;Municipal;Total;205,44;212,98;209,21
23;Ceará;2313559;Tururu;Municipal;Total;215,76;220,46;218,11
23;Ceará;2313609;Ubajara;Municipal;Total;222,01;236,1;229,055
23;Ceará;2313708;Umari;Municipal;Total;183,13;187,32;185,225
23;Ceará;2313757;Umirim;Municipal;Total;208,26;211,78;210,02
23;Ceará;2313807;Uruburetama;Municipal;Total;202,75;198,67;200,71
23;Ceará;2313906;Uruoca;Municipal;Total;236,21;253,83;245,02
23;Ceará;2313955;Varjota;Municipal;Total;233,89;256,49;245,19
23;Ceará;2314003;Várzea Alegre;Municipal;Total;205,76;212,36;209,06
23;Ceará;2314102;Viçosa do Ceará;Municipal;Total;221,1;227,22;224,16
