CODIGO MUNICIPIO IBGE;NOME ENTE;NOTA-GERAL;FAIXA GERAL; I-EDUC;FAIXA;I-SAUDE;FAIXA; I-PLANEJAMENTO;FAIXA; I-FISCAL;FAIXA; I-AMBIENTE;FAIXA; I-CIDADE;FAIXA;I-GOV-TI;FAIXA
2202711;COCAL DE TELHA;48.71;C;60.0;B;46.0;C;44.81;C;60.0;B;49.0;C;0.0;C;33.0;C
4204251;Cocal do Sul;74.03;B;74.0;B;91.0;A;34.81;C;78.08;B+;98.0;A;92.0;A;81.0;B+
2202729;COCAL DOS ALVES;45.74;C;58.0;C+;45.0;C;33.46;C;75.0;B+;16.0;C;0.0;C;37.0;C
5205513;Cocalzinho de Goiás;63.26;B;72.0;B;69.0;B;33.27;C;98.29;A;67.0;B;0.0;C;41.0;C
2908101;COCOS                                                       ;47.48;C;76.0;B+;61.0;B;30.0;C;45.39;C;14.0;C;30.0;C;42.0;C
2103307;Codó;50.07;C+;49.0;C;59.0;C+;29.62;C;58.75;C+;46.0;C;62.0;B;62.0;B
2103406;Coelho Neto;49.55;C;51.0;C+;65.0;B;25.0;C;59.49;C+;27.0;C;68.0;B;67.0;B
2702009;Coite do Noia;52.04;C+;54.0;C+;77.0;B+;25.77;C;72.18;B;27.0;C;45.0;C;26.0;C
2202737;COIVARAS;47.19;C;63.0;B;47.0;C;25.0;C;65.71;B;29.0;C;50.0;C+;33.0;C
1502608;Colares;37.68;C;41.0;C;65.0;B;15.63;C;40.25;C;33.0;C;20.0;C;20.0;C
3201506;Colatina;56.13;C+;68.0;B;56.0;C+;6.15;C;71.5;B;74.0;B;90.0;A;78.0;B+
4305587;COLINAS;67.22;B;72.0;B;74.0;B;50.0;C+;89.33;B+;67.0;B;30.0;C;39.0;C
2103505;Colinas;44.9;C;75.0;B+;64.0;B;30.58;C;31.44;C;12.0;C;8.0;C;62.0;B
5205521;Colinas do Sul;48.14;C;48.0;C;65.0;B;15.77;C;67.18;B;49.0;C;10.0;C;71.0;B
1705508;Colinas do Tocantins;62.74;B;69.0;B;89.0;B+;29.04;C;67.67;B;68.0;B;33.0;C;67.0;B
1716703;Colméia;52.17;C+;52.0;C+;76.0;B+;28.85;C;64.75;B;60.0;B;0.0;C;37.0;C
4105805;COLOMBO;60.58;B;63.0;B;70.0;B;25.77;C;69.39;B;72.0;B;90.0;A;65.0;B
2202752;COLONIA DO GURGUEIA;42.79;C;33.0;C;56.0;C+;50.0;C+;63.46;B;14.0;C;0.0;C;18.0;C
2202778;COLONIA DO PIAUI;43.06;C;41.0;C;43.0;C;34.04;C;80.0;B+;13.0;C;0.0;C;43.0;C
2702108;Colonia Leopoldina;41.4;C;57.0;C+;49.0;C;25.19;C;47.04;C;2.0;C;50.0;C+;61.0;B
4305603;COLORADO;60.42;B;64.0;B;77.0;B+;33.08;C;77.29;B+;47.0;C;65.0;B;44.0;C
1100064;Colorado do Oeste;53.6;C+;49.0;C;90.0;A;29.23;C;59.25;C+;38.0;C;25.0;C;61.0;B
1705557;Combinado;60.74;B;64.0;B;68.0;B;28.27;C;80.42;B+;71.0;B;75.0;B+;35.0;C
3300951;Comendador Levy Gasparian;55.8;C+;57.0;C+;79.0;B+;30.77;C;54.24;C+;56.0;C+;50.0;C+;70.0;B
5103304;COMODORO;57.25;C+;82.0;B+;77.0;B+;26.92;C;68.85;B;25.0;C;15.0;C;61.0;B
3301405;Conceicao de Macabu;51.5;C+;47.0;C;58.0;C+;28.08;C;80.68;B+;31.0;C;62.0;B;51.0;C+
2202802;CONCEICAO DO CANINDE;47.42;C;41.0;C;67.0;B;33.08;C;76.0;B+;19.0;C;0.0;C;42.0;C
2504405;Conceição;60.79;B;54.0;C+;87.0;B+;36.35;C;70.86;B;65.0;B;30.0;C;63.0;B
3201605;Conceição da Barra;60.82;B;48.0;C;79.0;B+;35.0;C;64.09;B;73.0;B;85.0;B+;81.0;B+
2908200;CONCEIÇÃO DA FEIRA                                          ;43.62;C;33.0;C;63.0;B;29.04;C;50.54;C+;55.0;C+;0.0;C;60.0;B
2908309;CONCEIÇÃO DO ALMEIDA                                        ;51.34;C+;45.0;C;81.0;B+;30.96;C;75.0;B+;29.0;C;10.0;C;31.0;C
1502707;Conceição do Araguaia;48.83;C;57.0;C+;80.0;B+;26.15;C;40.0;C;36.0;C;92.0;A;0.0;C
3201704;Conceição do Castelo;57.2;C+;69.0;B;52.0;C+;30.38;C;70.14;B;54.0;C+;95.0;A;55.0;C+
2908408;CONCEIÇÃO DO COITÉ                                          ;59.61;C+;64.0;B;93.0;A;32.69;C;56.88;C+;59.0;C+;40.0;C;48.0;C
2908507;CONCEIÇÃO DO JACUÍPE                                        ;48.61;C;59.0;C+;77.0;B+;2.31;C;70.0;B;41.0;C;0.0;C;57.0;C+
2103554;Conceição do Lago-Açu;54.79;C+;65.0;B;53.0;C+;27.69;C;61.75;B;82.0;B+;40.0;C;62.0;B
1705607;Conceição do Tocantins;71.63;B;74.0;B;82.0;B+;92.88;A;69.0;B;55.0;C+;8.0;C;43.0;C
4204301;Concórdia;66.3;B;67.0;B;85.0;B+;50.0;C+;65.0;B;53.0;C+;82.0;B+;70.0;B
1502756;Concórdia do Pará;48.83;C;50.0;C+;63.0;B;30.38;C;60.0;B;56.0;C+;0.0;C;51.0;C+
2504504;Condado;53.7;C+;38.0;C;91.0;A;50.0;C+;52.0;C+;22.0;C;50.0;C+;56.0;C+
2604601;Condado;48.56;C;62.0;B;66.0;B;27.31;C;47.0;C;44.0;C;30.0;C;44.0;C
2504603;Conde;56.61;C+;66.0;B;59.0;C+;27.31;C;76.5;B+;40.0;C;80.0;B+;57.0;C+
2908606;CONDE                                                       ;52.2;C+;35.0;C;82.0;B+;37.5;C;70.0;B;52.0;C+;0.0;C;42.0;C
2908705;CONDEÚBA                                                    ;48.6;C;70.0;B;84.0;B+;1.73;C;60.0;B;18.0;C;5.0;C;68.0;B
4305702;CONDOR;62.91;B;35.0;C;87.0;B+;42.88;C;87.68;B+;46.0;C;97.0;A;59.0;C+
5103353;CONFRESA;49.59;C;51.0;C+;63.0;B;15.0;C;54.95;C+;62.0;B;53.0;C+;79.0;B+
2504702;Congo;50.53;C+;73.0;B;63.0;B;28.27;C;65.61;B;31.0;C;0.0;C;29.0;C
4106001;CONGONHINHAS;55.46;C+;80.0;B+;63.0;B;1.73;C;60.08;B;71.0;B;90.0;A;58.0;C+
5103361;CONQUISTA D'OESTE;60.96;B;86.0;B+;56.0;C+;38.08;C;72.2;B;54.0;C+;53.0;C+;49.0;C
4106100;CONSELHEIRO MAIRINCK;56.57;C+;42.0;C;83.0;B+;36.15;C;59.47;C+;62.0;B;60.0;B;65.0;B
4305801;CONSTANTINA;63.46;B;58.0;C+;74.0;B;50.0;C+;71.32;B;59.0;C+;87.0;B+;51.0;C+
2908804;CONTENDAS DO SINCORÁ                                        ;49.41;C;53.0;C+;62.0;B;30.0;C;68.32;B;18.0;C;65.0;B;34.0;C
4305835;COQUEIRO BAIXO;71.93;B;82.0;B+;88.0;B+;44.42;C;90.0;A;74.0;B;30.0;C;43.0;C
2702207;Coqueiro Seco;59.66;C+;48.0;C;87.0;B+;43.08;C;73.96;B;38.0;C;60.0;B;49.0;C
4305850;COQUEIROS DO SUL;68.37;B;56.0;C+;96.0;A;50.0;C+;86.58;B+;48.0;C;87.0;B+;30.0;C
2908903;CORAÇÃO DE MARIA                                            ;53.52;C+;48.0;C;68.0;B;25.77;C;75.6;B+;54.0;C+;30.0;C;63.0;B
4106308;CORBELIA;67.58;B;75.0;B+;93.0;A;26.15;C;76.0;B+;55.0;C+;100.0;A;61.0;B
3301504;Cordeiro;59.65;C+;56.0;C+;85.0;B+;25.0;C;83.0;B+;40.0;C;70.0;B;47.0;C
2909000;CORDEIROS                                                   ;51.57;C+;69.0;B;69.0;B;2.12;C;76.5;B+;25.0;C;60.0;B;55.0;C+
4204350;Cordilheira Alta;67.77;B;71.0;B;93.0;A;38.85;C;90.0;A;58.0;C+;30.0;C;38.0;C
2304004;COREAÚ;56.11;C+;61.0;B;80.0;B+;27.69;C;75.09;B+;33.0;C;33.0;C;48.0;C
2504801;Coremas;53.87;C+;40.0;C;83.0;B+;32.69;C;67.41;B;33.0;C;55.0;C+;64.0;B
5003108;CORGUINHO;47.59;C;53.0;C+;89.0;B+;2.12;C;51.31;C+;34.0;C;60.0;B;42.0;C
2909109;CORIBE                                                      ;50.19;C+;73.0;B;81.0;B+;31.92;C;42.28;C;16.0;C;30.0;C;29.0;C
4106407;CORNELIO PROCOPIO;70.45;B;72.0;B;97.0;A;25.0;C;88.5;B+;89.0;B+;40.0;C;61.0;B
2103604;Coroatá;58.7;C+;60.0;B;69.0;B;28.08;C;77.92;B+;54.0;C+;55.0;C+;71.0;B
4305871;CORONEL BARROS;79.24;B+;66.0;B;93.0;A;98.46;A;82.5;B+;46.0;C;87.0;B+;46.0;C
4305900;CORONEL BICACO;55.44;C+;42.0;C;63.0;B;35.77;C;77.42;B+;60.0;B;63.0;B;53.0;C+
4106456;CORONEL DOMINGOS SOARES;53.42;C+;55.0;C+;95.0;A;0.0;C;63.34;B;62.0;B;30.0;C;61.0;B
2402808;Coronel Ezequiel;44.57;C;47.0;C;72.0;B;25.0;C;59.62;C+;14.0;C;0.0;C;49.0;C
4204400;Coronel Freitas;60.66;B;58.0;C+;88.0;B+;21.54;C;85.25;B+;36.0;C;92.0;A;38.0;C
2202851;CORONEL JOSE DIAS;53.05;C+;72.0;B;70.0;B;50.0;C+;48.77;C;26.0;C;30.0;C;16.0;C
2402907;Coronel João Pessoa;46.38;C;51.0;C+;57.0;C+;25.0;C;55.39;C+;33.0;C;70.0;B;38.0;C
2909208;CORONEL JOÃO SÁ                                             ;49.1;C;52.0;C+;57.0;C+;26.92;C;68.32;B;44.0;C;35.0;C;42.0;C
4204459;Coronel Martins;61.9;B;56.0;C+;66.0;B;50.0;C+;80.0;B+;60.0;B;45.0;C;65.0;B
4305934;CORONEL PILAR;60.22;B;36.0;C;79.0;B+;50.0;C+;79.08;B+;59.0;C+;67.0;B;43.0;C
5003157;CORONEL SAPUCAIA;50.63;C+;43.0;C;75.0;B+;26.92;C;58.71;C+;45.0;C;60.0;B;48.0;C
4106506;CORONEL VIVIDA;70.09;B;49.0;C;91.0;A;50.0;C+;75.43;B+;73.0;B;100.0;A;94.0;A
4204558;Correia Pinto;52.6;C+;53.0;C+;80.0;B+;2.5;C;61.74;B;74.0;B;77.0;B+;38.0;C
2202901;CORRENTE;50.46;C+;50.0;C+;65.0;B;25.0;C;65.53;B;46.0;C;40.0;C;55.0;C+
2604700;Correntes;55.57;C+;46.0;C;79.0;B+;25.58;C;73.5;B;49.0;C;68.0;B;49.0;C
2909307;CORRENTINA                                                  ;50.61;C+;63.0;B;62.0;B;25.0;C;53.57;C+;66.0;B;20.0;C;46.0;C
4106555;CORUMBATAI DO SUL;50.13;C+;46.0;C;66.0;B;25.38;C;70.0;B;19.0;C;97.0;A;38.0;C
5205901;Corumbaíba;58.95;C+;82.0;B+;74.0;B;26.54;C;56.71;C+;87.0;B+;0.0;C;48.0;C
1100072;Corumbiara;46.55;C;41.0;C;64.0;B;25.0;C;78.25;B+;9.0;C;0.0;C;80.0;B+
5003207;CORUMBÁ;60.6;B;62.0;B;77.0;B+;25.0;C;72.48;B;58.0;C+;90.0;A;60.0;B
5205802;Corumbá de Goiás;62.16;B;49.0;C;89.0;B+;50.0;C+;76.06;B+;38.0;C;45.0;C;66.0;B
4204509;Corupá;65.26;B;60.0;B;88.0;B+;42.31;C;82.0;B+;45.0;C;60.0;B;66.0;B
2702306;Coruripe;63.31;B;77.0;B+;79.0;B+;30.38;C;73.43;B;38.0;C;87.0;B+;64.0;B
1100080;Costa Marques;47.13;C;42.0;C;80.0;B+;25.0;C;65.66;B;29.0;C;0.0;C;34.0;C
5003256;COSTA RICA;68.28;B;75.0;B+;89.0;B+;40.38;C;70.0;B;68.0;B;57.0;C+;75.0;B+
2909406;COTEGIPE                                                    ;50.41;C+;52.0;C+;71.0;B;25.77;C;58.29;C+;31.0;C;60.0;B;58.0;C+
4305959;COTIPORÃ;77.1;B+;71.0;B;89.0;B+;100.0;A;77.0;B+;49.0;C;23.0;C;73.0;B
5103379;COTRIGUAÇU;51.43;C+;51.0;C+;67.0;B;34.81;C;64.85;B;34.0;C;13.0;C;77.0;B+
1706001;Couto de Magalhães;58.97;C+;41.0;C;87.0;B+;39.62;C;63.22;B;82.0;B+;40.0;C;52.0;C+
4305975;COXILHA;71.1;B;69.0;B;97.0;A;40.77;C;90.0;A;53.0;C+;80.0;B+;49.0;C
5003306;COXIM;55.47;C+;50.0;C+;67.0;B;28.65;C;70.43;B;48.0;C;87.0;B+;62.0;B
2504850;Coxixola;50.96;C+;63.0;B;83.0;B+;26.73;C;65.55;B;24.0;C;0.0;C;18.0;C
2702355;Craibas;54.5;C+;67.0;B;90.0;A;26.73;C;55.75;C+;49.0;C;0.0;C;34.0;C
2304103;CRATEÚS;53.39;C+;49.0;C;72.0;B;25.0;C;58.94;C+;67.0;B;70.0;B;44.0;C
2304202;CRATO;57.25;C+;49.0;C;59.0;C+;25.0;C;78.5;B+;75.0;B+;92.0;A;57.0;C+
2909505;CRAVOLÂNDIA                                                 ;50.04;C+;71.0;B;66.0;B;35.96;C;65.0;B;9.0;C;0.0;C;31.0;C
4204608;Criciúma;56.71;C+;46.0;C;87.0;B+;28.65;C;58.14;C+;52.0;C+;85.0;B+;66.0;B
4306007;CRISSIUMAL;68.88;B;61.0;B;98.0;A;37.88;C;88.0;B+;46.0;C;83.0;B+;63.0;B
4306056;CRISTAL;60.91;B;64.0;B;88.0;B+;6.54;C;86.5;B+;53.0;C+;83.0;B+;49.0;C
4306072;CRISTAL DO SUL;65.15;B;66.0;B;90.0;A;50.0;C+;73.52;B;58.0;C+;33.0;C;36.0;C
2203008;CRISTALANDIA DO PIAUI;52.74;C+;70.0;B;66.0;B;25.0;C;76.46;B+;27.0;C;20.0;C;31.0;C
5206206;Cristalina;59.35;C+;58.0;C+;83.0;B+;25.0;C;70.0;B;58.0;C+;60.0;B;67.0;B
1706100;Cristalândia;52.05;C+;56.0;C+;80.0;B+;19.38;C;69.14;B;20.0;C;60.0;B;43.0;C
5206305;Cristianópolis;45.1;C;44.0;C;68.0;B;28.27;C;60.75;B;7.0;C;25.0;C;59.0;C+
2203107;CRISTINO CASTRO;53.27;C+;67.0;B;74.0;B;25.0;C;67.86;B;38.0;C;10.0;C;44.0;C
2801702;Cristinápolis;53.8;C+;65.0;B;57.0;C+;25.0;C;50.0;C+;79.0;B+;82.0;B+;48.0;C
2909703;CRISTÓPOLIS                                                 ;57.32;C+;66.0;B;89.0;B+;30.0;C;62.61;B;41.0;C;23.0;C;51.0;C+
2909604;CRISÓPOLIS                                                  ;48.23;C;44.0;C;82.0;B+;29.23;C;51.68;C+;18.0;C;50.0;C+;51.0;C+
5206404;Crixás;57.09;C+;76.0;B+;73.0;B;22.07;C;76.61;B+;34.0;C;10.0;C;73.0;B
1706258;Crixás do Tocantins;52.23;C+;56.0;C+;82.0;B+;25.0;C;64.67;B;51.0;C+;0.0;C;32.0;C
2304236;CROATÁ;49.37;C;40.0;C;73.0;B;30.58;C;60.0;B;56.0;C+;0.0;C;61.0;B
5206503;Cromínia;45.91;C;53.0;C+;88.0;B+;12.88;C;54.68;C+;21.0;C;0.0;C;42.0;C
2304251;CRUZ;54.35;C+;47.0;C;78.0;B+;33.85;C;54.88;C+;59.0;C+;63.0;B;51.0;C+
2909802;CRUZ DAS ALMAS                                              ;48.45;C;45.0;C;59.0;C+;25.0;C;69.75;B;61.0;B;0.0;C;52.0;C+
2504900;Cruz do Espírito Santo;30.91;C;25.0;C;42.0;C;25.0;C;45.04;C;16.0;C;15.0;C;23.0;C
4106803;CRUZ MACHADO;58.51;C+;56.0;C+;84.0;B+;31.54;C;69.5;B;39.0;C;80.0;B+;48.0;C
4306130;CRUZALTENSE;68.3;B;60.0;B;79.0;B+;50.0;C+;89.5;B+;56.0;C+;97.0;A;43.0;C
4106571;CRUZEIRO DO IGUACU;66.27;B;66.0;B;90.0;A;32.88;C;73.96;B;58.0;C+;90.0;A;68.0;B
4106605;CRUZEIRO DO OESTE;58.57;C+;53.0;C+;88.0;B+;28.85;C;55.0;C+;58.0;C+;100.0;A;56.0;C+
4306205;CRUZEIRO DO SUL;70.5;B;62.0;B;82.0;B+;50.0;C+;92.5;A;75.0;B+;80.0;B+;34.0;C
1200203;Cruzeiro do Sul;54.23;C+;60.0;B;56.0;C+;31.92;C;70.0;B;34.0;C;90.0;A;55.0;C+
2403004;Cruzeta;49.29;C;57.0;C+;72.0;B;25.0;C;54.69;C+;27.0;C;30.0;C;67.0;B
4106852;CRUZMALTINA;52.63;C+;60.0;B;73.0;B;28.65;C;67.25;B;48.0;C;10.0;C;31.0;C
2505006;Cubati;51.72;C+;56.0;C+;68.0;B;36.73;C;59.89;C+;40.0;C;10.0;C;62.0;B
5103403;CUIABÁ;66.19;B;81.0;B+;72.0;B;30.96;C;84.0;B+;93.0;A;0.0;C;66.0;B
2505204;Cuitegi;54.33;C+;77.0;B+;72.0;B;35.38;C;60.0;B;44.0;C;0.0;C;21.0;C
2505105;Cuité;54.35;C+;49.0;C;87.0;B+;26.73;C;60.0;B;39.0;C;62.0;B;56.0;C+
2505238;Cuité de Mamanguape;48.6;C;69.0;B;77.0;B+;25.0;C;68.25;B;2.0;C;0.0;C;11.0;C
1100940;Cujubim;51.36;C+;56.0;C+;64.0;B;28.85;C;68.21;B;58.0;C+;0.0;C;43.0;C
5206602;Cumari;63.83;B;59.0;C+;90.0;A;32.31;C;80.82;B+;72.0;B;20.0;C;64.0;B
2604908;Cumaru;53.22;C+;71.0;B;76.0;B+;25.0;C;54.36;C+;28.0;C;60.0;B;43.0;C
1502764;Cumaru do Norte;50.7;C+;56.0;C+;68.0;B;50.0;C+;40.0;C;32.0;C;27.0;C;67.0;B
2801900;Cumbe;49.08;C;58.0;C+;78.0;B+;38.08;C;50.59;C+;18.0;C;0.0;C;47.0;C
4204707;Cunha Porã;61.49;B;75.0;B+;95.0;A;0.0;C;89.43;B+;27.0;C;85.0;B+;53.0;C+
4204756;Cunhataí;62.24;B;66.0;B;90.0;A;38.46;C;78.25;B+;22.0;C;68.0;B;42.0;C
2605004;Cupira;61.62;B;52.0;C+;92.0;A;79.62;B+;54.96;C+;7.0;C;32.0;C;72.0;B
2203206;CURIMATA;55.17;C+;65.0;B;66.0;B;25.0;C;77.61;B+;35.0;C;45.0;C;54.0;C+
1502772;Curionópolis;55.11;C+;54.0;C+;81.0;B+;34.04;C;60.25;B;38.0;C;40.0;C;69.0;B
4106902;CURITIBA;80.2;B+;73.0;B;89.0;B+;75.0;B+;70.0;B;92.0;A;100.0;A;92.0;A
4204806;Curitibanos;61.27;B;62.0;B;85.0;B+;13.08;C;77.0;B+;61.0;B;85.0;B+;70.0;B
4107009;CURIUVA;54.09;C+;39.0;C;82.0;B+;33.85;C;68.08;B;36.0;C;55.0;C+;63.0;B
2203230;CURRAIS;50.59;C+;64.0;B;68.0;B;0.0;C;68.71;B;56.0;C+;27.0;C;70.0;B
2403103;Currais Novos;52.41;C+;58.0;C+;81.0;B+;25.19;C;51.86;C+;41.0;C;45.0;C;57.0;C+
2505279;Curral de Cima;37.1;C;39.0;C;53.0;C+;25.0;C;51.74;C+;14.0;C;0.0;C;39.0;C
2203271;CURRAL NOVO DO PIAUI;52.08;C+;37.0;C;79.0;B+;50.0;C+;69.67;B;11.0;C;40.0;C;37.0;C
2505303;Curral Velho;53.91;C+;45.0;C;95.0;A;25.0;C;61.82;B;54.0;C+;10.0;C;53.0;C+
2203255;CURRALINHOS;55.05;C+;61.0;B;73.0;B;50.0;C+;77.74;B+;7.0;C;0.0;C;40.0;C
2103703;Cururupu;43.53;C;51.0;C+;56.0;C+;50.0;C+;34.39;C;42.0;C;0.0;C;21.0;C
1502855;Curuá;42.64;C;34.0;C;68.0;B;25.0;C;49.43;C;31.0;C;50.0;C+;35.0;C
1502905;Curuçá;42.51;C;23.0;C;70.0;B;32.31;C;60.74;B;14.0;C;43.0;C;35.0;C
2605103;Custódia;47.63;C;57.0;C+;59.0;C+;25.0;C;43.14;C;47.0;C;63.0;B;59.0;C+
1600212;Cutias;43.14;C;38.0;C;75.0;B+;13.75;C;68.2;B;27.0;C;0.0;C;29.0;C
5102504;CÁCERES;58.72;C+;60.0;B;74.0;B;28.85;C;54.0;C+;88.0;B+;60.0;B;71.0;B
4304309;CÂNDIDO GODÓI;60.16;B;63.0;B;79.0;B+;34.81;C;78.25;B+;34.0;C;57.0;C+;58.0;C+
2102606;Cândido Mendes;44.32;C;67.0;B;61.0;B;25.0;C;37.37;C;49.0;C;0.0;C;27.0;C
2906709;CÂNDIDO SALES                                               ;45.69;C;52.0;C+;53.0;C+;27.69;C;60.0;B;34.0;C;30.0;C;45.0;C
2907806;CÍCERO DANTAS                                               ;53.09;C+;45.0;C;77.0;B+;35.96;C;60.0;B;41.0;C;30.0;C;78.0;B+
5205703;Córrego do Ouro;56.38;C+;54.0;C+;91.0;A;31.15;C;76.0;B+;26.0;C;30.0;C;37.0;C
5206701;Damianópolis;62.84;B;61.0;B;92.0;A;39.23;C;72.46;B;61.0;B;40.0;C;36.0;C
2505352;Damião;59.2;C+;64.0;B;79.0;B+;46.73;C;59.25;C+;52.0;C+;45.0;C;39.0;C
5206800;Damolândia;52.91;C+;58.0;C+;87.0;B+;50.0;C+;44.29;C;35.0;C;0.0;C;31.0;C
1706506;Darcinópolis;62.1;B;50.0;C+;93.0;A;37.5;C;90.0;A;29.0;C;60.0;B;42.0;C
4306304;DAVID CANABARRO;73.85;B;77.0;B+;95.0;A;50.0;C+;80.0;B+;68.0;B;90.0;A;43.0;C
5206909;Davinópolis;52.45;C+;48.0;C;68.0;B;50.0;C+;75.77;B+;25.0;C;0.0;C;32.0;C
2103752;Davinópolis;46.95;C;66.0;B;70.0;B;25.0;C;65.75;B;2.0;C;10.0;C;18.0;C
2702405;Delmiro Gouveia;47.78;C;49.0;C;60.0;B;28.65;C;28.5;C;91.0;A;43.0;C;66.0;B
2203305;DEMERVAL LOBAO;47.13;C;63.0;B;16.0;C;50.0;C+;67.89;B;41.0;C;30.0;C;43.0;C
5003454;DEODÁPOLIS;62.2;B;75.0;B+;95.0;A;25.0;C;72.25;B;21.0;C;85.0;B+;48.0;C
2304269;DEPUTADO IRAPUAN PINHEIRO;55.64;C+;53.0;C+;80.0;B+;34.42;C;72.04;B;42.0;C;43.0;C;28.0;C
4306320;DERRUBADAS;83.5;B+;72.0;B;82.0;B+;90.0;A;98.0;A;91.0;A;87.0;B+;33.0;C
4204905;Descanso;51.21;C+;47.0;C;93.0;A;25.0;C;54.57;C+;20.0;C;55.0;C+;51.0;C+
2505402;Desterro;44.88;C;37.0;C;57.0;C+;38.27;C;53.11;C+;46.0;C;33.0;C;31.0;C
4306353;DEZESSEIS DE NOVEMBRO;64.23;B;66.0;B;75.0;B+;29.81;C;86.58;B+;64.0;B;83.0;B+;44.0;C
2505600;Diamante;51.65;C+;50.0;C+;75.0;B+;29.23;C;42.79;C;67.0;B;80.0;B+;31.0;C
4107157;DIAMANTE D OESTE;57.8;C+;39.0;C;80.0;B+;37.31;C;71.17;B;64.0;B;80.0;B+;38.0;C
5103502;DIAMANTINO;58.3;C+;82.0;B+;71.0;B;25.0;C;80.0;B+;22.0;C;30.0;C;60.0;B
1707009;Dianópolis;59.35;C+;81.0;B+;69.0;B;50.0;C+;55.75;C+;53.0;C+;0.0;C;58.0;C+
2910057;DIAS DÁVILA                                                 ;60.86;B;52.0;C+;75.0;B+;43.08;C;71.46;B;46.0;C;90.0;A;69.0;B
4306379;DILERMANDO DE AGUIAR;57.95;C+;72.0;B;73.0;B;30.19;C;79.08;B+;24.0;C;27.0;C;67.0;B
4205001;Dionísio Cerqueira;64.26;B;74.0;B;89.0;B+;25.77;C;70.28;B;73.0;B;43.0;C;60.0;B
5207105;Diorama;53.83;C+;46.0;C;80.0;B+;50.0;C+;65.39;B;41.0;C;0.0;C;29.0;C
2203354;DIRCEU ARCOVERDE;46.05;C;50.0;C+;80.0;B+;50.0;C+;49.25;C;2.0;C;0.0;C;0.0;C
2802007;Divina Pastora;60.57;B;54.0;C+;91.0;A;25.58;C;70.0;B;71.0;B;60.0;B;47.0;C
3201803;Divino de São Lourenço;50.93;C+;45.0;C;57.0;C+;28.08;C;81.33;B+;36.0;C;45.0;C;56.0;C+
5208301;Divinópolis;49.06;C;37.0;C;82.0;B+;28.46;C;72.86;B;31.0;C;0.0;C;38.0;C
1707108;Divinópolis do Tocantins;57.02;C+;58.0;C+;85.0;B+;26.15;C;57.46;C+;73.0;B;30.0;C;58.0;C+
4306403;DOIS IRMÃOS;70.28;B;71.0;B;100.0;A;37.31;C;87.32;B+;55.0;C+;50.0;C+;63.0;B
4306429;DOIS IRMÃOS DAS MISSÕES;63.4;B;59.0;C+;88.0;B+;25.19;C;82.04;B+;62.0;B;90.0;A;37.0;C
5003488;DOIS IRMÃOS DO BURITI;51.39;C+;45.0;C;63.0;B;25.0;C;69.22;B;45.0;C;80.0;B+;49.0;C
1707207;Dois Irmãos do Tocantins;55.65;C+;37.0;C;83.0;B+;25.0;C;90.0;A;33.0;C;57.0;C+;50.0;C+
4306452;DOIS LAJEADOS;61.51;C;75.0;B+;74.0;B;39.81;C;79.25;B+;46.0;C;0.0;C;66.0;B
2702504;Dois Riachos;54.28;C+;67.0;B;62.0;B;25.0;C;67.39;B;47.0;C;75.0;B+;31.0;C
4107207;DOIS VIZINHOS;66.0;C;63.0;B;88.0;B+;33.65;C;74.61;B;68.0;B;90.0;A;57.0;C+
2910107;DOM BASÍLIO                                                 ;63.07;B;68.0;B;84.0;B+;31.35;C;65.76;B;73.0;B;60.0;B;59.0;C+
1502939;Dom Eliseu;62.28;B;69.0;B;86.0;B+;29.04;C;80.63;B+;54.0;C+;37.0;C;42.0;C
2203404;DOM EXPEDITO LOPES;50.85;C+;65.0;B;66.0;B;25.0;C;78.5;B+;7.0;C;30.0;C;35.0;C
4306502;DOM FELICIANO;55.43;C+;31.0;C;86.0;B+;28.65;C;90.0;A;65.0;B;0.0;C;36.0;C
2203453;DOM INOCENCIO;58.57;C+;68.0;B;70.0;B;75.38;B+;53.2;C+;31.0;C;0.0;C;43.0;C
2910206;DOM MACEDO COSTA                                            ;45.21;C;52.0;C+;92.0;A;0.0;C;61.79;B;21.0;C;0.0;C;39.0;C
4306601;DOM PEDRITO;59.69;C+;54.0;C+;67.0;B;25.96;C;78.25;B+;59.0;C+;97.0;A;78.0;B+
2103802;Dom Pedro;35.7;C;52.0;C+;69.0;B;25.0;C;20.0;C;19.0;C;0.0;C;12.0;C
4306551;DOM PEDRO DE ALCÂNTARA;58.61;C+;45.0;C;86.0;B+;40.96;C;83.36;B+;52.0;C+;0.0;C;47.0;C
3201902;Domingos Martins;59.18;C+;54.0;C+;63.0;B;26.15;C;90.0;A;49.0;C;82.0;B+;71.0;B
2203420;DOMINGOS MOURAO;51.46;C+;77.0;B+;80.0;B+;25.0;C;53.57;C+;29.0;C;5.0;C;24.0;C
4205100;Dona Emma;66.21;B;57.0;C+;84.0;B+;56.73;C+;72.8;B;74.0;B;33.0;C;61.0;B
4306700;DONA FRANCISCA;67.5;B;59.0;C+;86.0;B+;50.0;C+;89.75;B+;74.0;B;20.0;C;43.0;C
2505709;Dona Inês;59.43;C+;75.0;B+;83.0;B+;25.0;C;63.39;B;35.0;C;70.0;B;63.0;B
3202009;Dores do Rio Preto;52.5;C+;61.0;B;51.0;C+;32.5;C;78.5;B+;33.0;C;48.0;C;44.0;C
