CODIGO MUNICIPIO IBGE;NOME ENTE;NOTA-GERAL;FAIXA GERAL; I-EDUC;FAIXA;I-SAUDE;FAIXA; I-PLANEJAMENTO;FAIXA; I-FISCAL;FAIXA; I-AMBIENTE;FAIXA; I-CIDADE;FAIXA;I-GOV-TI;FAIXA
4100400;ALMIRANTE TAMANDARE;59.92;C+;72.0;B;56.0;C+;28.85;C;78.5;B+;48.0;C;83.0;B+;78.0;B+
4300471;ALMIRANTE TAMANDARÉ DO SUL;66.85;B;70.0;B;83.0;B+;50.0;C+;89.5;B+;52.0;C+;25.0;C;38.0;C
5200506;Aloândia;51.8;C+;47.0;C;94.0;A;27.74;C;66.75;B;32.0;C;0.0;C;30.0;C
4300505;ALPESTRE;65.42;B;71.0;B;68.0;B;43.85;C;88.0;B+;74.0;B;33.0;C;44.0;C
5100250;ALTA FLORESTA;52.79;C+;66.0;B;76.0;B+;25.96;C;54.0;C+;51.0;C+;15.0;C;51.0;C+
1100015;Alta Floresta do Oeste;50.36;C+;53.0;C+;64.0;B;47.31;C;61.74;B;14.0;C;0.0;C;75.0;B+
1500602;Altamira;60.39;B;74.0;B;80.0;B+;40.38;C;54.57;C+;47.0;C;73.0;B;45.0;C
2100402;Altamira do Maranhão;52.03;C+;47.0;C;72.0;B;44.81;C;81.36;B+;22.0;C;0.0;C;16.0;C
4100459;ALTAMIRA DO PARANA;63.58;B;75.0;B+;95.0;A;21.35;C;73.07;B;44.0;C;83.0;B+;43.0;C
2300606;ALTANEIRA;54.99;C+;51.0;C+;77.0;B+;29.04;C;61.89;B;51.0;C+;77.0;B+;45.0;C
2600807;Altinho;47.86;C;46.0;C;74.0;B;26.92;C;51.86;C+;28.0;C;55.0;C+;51.0;C+
4300554;ALTO ALEGRE;66.44;B;81.0;B+;73.0;B;44.42;C;95.55;A;40.0;C;30.0;C;43.0;C
1400050;Alto Alegre;42.65;C;42.0;C;71.0;B;7.5;C;66.0;B;19.0;C;0.0;C;69.0;B
2100436;Alto Alegre do Maranhão;45.71;C;48.0;C;69.0;B;27.31;C;62.0;B;21.0;C;28.0;C;19.0;C
2100477;Alto Alegre do Pindaré;39.26;C;57.0;C+;46.0;C;28.08;C;39.48;C;40.0;C;5.0;C;18.0;C
1100379;Alto Alegre dos Parecis;44.51;C;52.0;C+;63.0;B;4.04;C;73.0;B;29.0;C;0.0;C;64.0;B
5100300;ALTO ARAGUAIA;51.97;C+;61.0;B;85.0;B+;25.0;C;57.62;C+;39.0;C;5.0;C;42.0;C
4200754;Alto Bela Vista;62.85;B;66.0;B;88.0;B+;31.73;C;85.5;B+;34.0;C;62.0;B;42.0;C
5100359;ALTO BOA VISTA;54.51;C+;47.0;C;92.0;A;42.12;C;64.41;B;16.0;C;30.0;C;46.0;C
2400703;Alto do Rodrigues;51.04;C+;60.0;B;63.0;B;25.0;C;63.96;B;33.0;C;70.0;B;37.0;C
4300570;ALTO FELIZ;57.4;C+;45.0;C;72.0;B;50.0;C+;78.0;B+;40.0;C;45.0;C;43.0;C
5100409;ALTO GARÇAS;52.98;C+;57.0;C+;72.0;B;26.73;C;75.42;B+;14.0;C;33.0;C;74.0;B
5200555;Alto Horizonte;59.37;C+;52.0;C+;85.0;B+;35.38;C;73.21;B;58.0;C+;10.0;C;79.0;B+
2200301;ALTO LONGA;46.93;C;47.0;C;60.0;B;45.63;C;65.25;B;18.0;C;10.0;C;21.0;C
5100508;ALTO PARAGUAI;53.6;C+;57.0;C+;71.0;B;25.0;C;71.75;B;60.0;B;0.0;C;53.0;C+
4100608;ALTO PARANA;66.52;B;75.0;B+;97.0;A;31.35;C;70.0;B;68.0;B;70.0;B;31.0;C
1100403;Alto Paraíso;48.45;C;61.0;B;63.0;B;25.0;C;57.5;C+;39.0;C;0.0;C;65.0;B
5200605;Alto Paraíso de Goiás;67.85;B;92.0;A;76.0;B+;25.0;C;70.0;B;72.0;B;80.0;B+;81.0;B+
2100501;Alto Parnaíba;46.69;C;50.0;C+;65.0;B;25.0;C;62.19;B;45.0;C;10.0;C;25.0;C
4100707;ALTO PIQUIRI;57.37;C+;49.0;C;78.0;B+;55.58;C+;67.5;B;21.0;C;63.0;B;42.0;C
3200359;Alto Rio Novo;48.57;C;38.0;C;46.0;C;32.12;C;65.75;B;71.0;B;65.0;B;37.0;C
2300705;ALTO SANTO;54.9;C+;44.0;C;71.0;B;41.73;C;75.75;B+;19.0;C;85.0;B+;45.0;C
5100607;ALTO TAQUARI;60.06;B;85.0;B+;67.0;B;28.46;C;75.33;B+;40.0;C;20.0;C;78.0;B+
4100509;ALTONIA;60.49;B;59.0;C+;80.0;B+;25.0;C;65.97;B;78.0;B+;90.0;A;44.0;C
2200400;ALTOS;45.8;C;49.0;C;47.0;C;28.27;C;64.5;B;26.0;C;55.0;C+;54.0;C+
4300604;ALVORADA;56.39;C+;45.0;C;67.0;B;27.69;C;74.75;B;61.0;B;73.0;B;75.0;B+
1700707;Alvorada;55.23;C+;60.0;B;56.0;C+;33.65;C;77.5;B+;42.0;C;65.0;B;47.0;C
2200459;ALVORADA DO GURGUEIA;51.62;C+;52.0;C+;57.0;C+;46.15;C;74.43;B;33.0;C;5.0;C;43.0;C
5200803;Alvorada do Norte;57.65;C+;59.0;C+;87.0;B+;35.0;C;80.0;B+;21.0;C;0.0;C;67.0;B
1100346;Alvorada do Oeste;45.45;C;60.0;B;44.0;C;25.0;C;74.5;B;14.0;C;10.0;C;57.0;C+
4100806;ALVORADA DO SUL;60.5;B;74.0;B;56.0;C+;40.77;C;77.25;B+;60.0;B;30.0;C;68.0;B
5000609;AMAMBAI;65.01;B;64.0;B;85.0;B+;50.0;C+;54.54;C+;59.0;C+;100.0;A;68.0;B
4100905;AMAPORA;58.73;C+;47.0;C;65.0;B;37.12;C;77.76;B+;73.0;B;65.0;B;56.0;C+
1600105;Amapá;45.5;C;50.0;C+;51.0;C+;25.0;C;72.48;B;25.0;C;3.0;C;63.0;B
2100550;Amapá do Maranhão;41.6;C;35.0;C;88.0;B+;29.04;C;29.2;C;31.0;C;0.0;C;45.0;C
2600906;Amaraji;45.82;C;52.0;C+;58.0;C+;0.0;C;58.86;C+;53.0;C+;83.0;B+;52.0;C+
4300638;AMARAL FERRADOR;53.23;C+;60.0;B;74.0;B;26.15;C;70.0;B;18.0;C;78.0;B+;30.0;C
5200829;Amaralina;56.79;C+;78.0;B+;88.0;B+;50.0;C+;57.21;C+;2.0;C;0.0;C;39.0;C
2200509;AMARANTE;50.64;C+;48.0;C;79.0;B+;25.0;C;77.2;B+;16.0;C;10.0;C;54.0;C+
2100600;Amarante do Maranhão;40.93;C;51.0;C+;77.0;B+;0.96;C;31.44;C;34.0;C;50.0;C+;59.0;C+
2901007;AMARGOSA                                                    ;43.89;C;49.0;C;67.0;B;0.0;C;72.93;B;15.0;C;5.0;C;87.0;B+
1300060;AMATURÁ;60.19;B;68.0;B;73.0;B;37.69;C;70.0;B;44.0;C;70.0;B;51.0;C+
2901106;AMELIA RODRIGUES                                            ;52.69;C+;52.0;C+;78.0;B+;25.38;C;64.57;B;52.0;C+;0.0;C;70.0;B
2901155;AMERICA DOURADA                                             ;54.4;C+;55.0;C+;79.0;B+;35.38;C;69.89;B;29.0;C;30.0;C;43.0;C
5200852;Americano do Brasil;56.13;C+;63.0;B;94.0;A;6.15;C;77.48;B+;54.0;C+;0.0;C;52.0;C+
4300646;AMETISTA DO SUL;62.75;B;74.0;B;75.0;B+;42.69;C;77.56;B+;51.0;C+;37.0;C;39.0;C
2300754;AMONTADA;53.89;C+;51.0;C+;76.0;B+;25.0;C;61.44;B;56.0;C+;67.0;B;45.0;C
5200902;Amorinópolis;49.47;C;60.0;B;53.0;C+;26.35;C;80.0;B+;26.0;C;10.0;C;50.0;C+
2500734;Amparo;44.9;C;42.0;C;79.0;B+;27.5;C;40.0;C;41.0;C;0.0;C;62.0;B
2800100;Amparo de São Francisco;43.74;C;55.0;C+;64.0;B;25.0;C;45.43;C;29.0;C;20.0;C;39.0;C
4101002;AMPERE;60.91;B;59.0;C+;81.0;B+;35.38;C;71.15;B;36.0;C;87.0;B+;73.0;B
2700201;Anadia;52.93;C+;68.0;B;72.0;B;26.15;C;78.76;B+;21.0;C;0.0;C;37.0;C
2901205;ANAGÉ                                                       ;52.55;C+;66.0;B;78.0;B+;25.0;C;65.25;B;34.0;C;0.0;C;46.0;C
4101051;ANAHY;70.49;B;74.0;B;100.0;A;25.0;C;89.71;B+;73.0;B;78.0;B+;31.0;C
2100709;Anajatuba;28.64;C;36.0;C;62.0;B;0.0;C;23.96;C;21.0;C;10.0;C;33.0;C
1500701;Anajás;46.9;C;48.0;C;55.0;C+;25.0;C;80.0;B+;14.0;C;30.0;C;48.0;C
1300086;ANAMÃ;49.73;C;42.0;C;60.0;B;29.42;C;76.5;B+;40.0;C;53.0;C+;30.0;C
1500800;Ananindeua;51.5;C+;50.0;C+;69.0;B;50.0;C+;45.75;C;60.0;B;5.0;C;46.0;C
1701002;Ananás;62.55;B;71.0;B;75.0;B+;28.27;C;69.25;B;66.0;B;100.0;A;45.0;C
2100808;Anapurus;46.04;C;56.0;C+;63.0;B;28.46;C;50.0;C+;34.0;C;30.0;C;33.0;C
5000708;ANASTÁCIO;61.51;B;68.0;B;70.0;B;29.42;C;70.4;B;72.0;B;97.0;A;38.0;C
5000807;ANAURILÂNDIA;60.55;B;55.0;C+;79.0;B+;25.0;C;85.5;B+;69.0;B;57.0;C+;38.0;C
4200804;Anchieta;68.85;B;87.0;B+;90.0;A;25.0;C;87.0;B+;49.0;C;82.0;B+;41.0;C
3200409;Anchieta;64.27;B;77.0;B+;74.0;B;25.19;C;58.92;C+;91.0;A;90.0;A;73.0;B
2901304;ANDARAÍ                                                     ;53.05;C+;69.0;B;72.0;B;39.62;C;44.14;C;42.0;C;40.0;C;38.0;C
4101101;ANDIRA;60.26;B;60.0;B;72.0;B;26.54;C;78.25;B+;65.0;B;60.0;B;68.0;B
2901353;ANDORINHA                                                   ;44.12;C;49.0;C;59.0;C+;10.58;C;70.0;B;26.0;C;40.0;C;36.0;C
4300661;ANDRÉ DA ROCHA;68.23;B;70.0;B;78.0;B+;47.88;C;88.5;B+;64.0;B;60.0;B;39.0;C
2601003;Angelim;49.29;C;66.0;B;68.0;B;25.0;C;70.21;B;19.0;C;0.0;C;31.0;C
4200903;Angelina;55.75;C+;58.0;C+;86.0;B+;28.08;C;74.42;B;28.0;C;45.0;C;28.0;C
2901403;ANGICAL                                                     ;45.55;C;50.0;C+;72.0;B;4.81;C;73.2;B;16.0;C;0.0;C;79.0;B+
2200608;ANGICAL DO PIAUI;44.75;C;62.0;B;54.0;C+;27.12;C;64.61;B;7.0;C;15.0;C;35.0;C
1701051;Angico;60.09;B;47.0;C;80.0;B+;35.96;C;68.75;B;71.0;B;95.0;A;38.0;C
2400802;Angicos;40.94;C;53.0;C+;62.0;B;6.15;C;52.82;C+;19.0;C;30.0;C;55.0;C+
3300100;Angra dos Reis;54.62;C+;67.0;B;53.0;C+;25.0;C;65.58;B;54.0;C+;90.0;A;52.0;C+
2901502;ANGUERA                                                     ;51.85;C+;52.0;C+;75.0;B+;37.31;C;62.21;B;26.0;C;45.0;C;34.0;C
5000856;ANGÉLICA;57.07;C+;45.0;C;94.0;A;25.77;C;58.58;C+;62.0;B;82.0;B+;42.0;C
5201207;Anhanguera;56.13;C+;74.0;B;74.0;B;34.42;C;69.46;B;33.0;C;0.0;C;49.0;C
5201306;Anicuns;54.91;C+;58.0;C+;88.0;B+;22.07;C;61.71;B;56.0;C+;10.0;C;57.0;C+
2200707;ANISIO DE ABREU;45.55;C;41.0;C;62.0;B;36.73;C;74.5;B;9.0;C;0.0;C;36.0;C
4201000;Anita Garibaldi;55.91;C;85.0;B+;78.0;B+;4.23;C;46.57;C;78.0;B+;43.0;C;64.0;B
4201109;Anitápolis;65.3;B;67.0;B;87.0;B+;29.23;C;88.0;B+;75.0;B+;20.0;C;51.0;C+
1300102;ANORI;57.83;C+;63.0;B;73.0;B;28.65;C;64.0;B;64.0;B;93.0;A;21.0;C
4300703;ANTA GORDA;62.17;B;59.0;C+;69.0;B;35.0;C;87.33;B+;65.0;B;70.0;B;42.0;C
2901601;ANTAS                                                       ;52.32;C+;52.0;C+;62.0;B;37.12;C;80.0;B+;13.0;C;65.0;B;31.0;C
4101200;ANTONINA;51.75;C+;48.0;C;73.0;B;25.0;C;57.02;C+;44.0;C;62.0;B;73.0;B
2300804;ANTONINA DO NORTE;54.52;C+;51.0;C+;67.0;B;28.85;C;70.0;B;47.0;C;75.0;B+;54.0;C+
2200806;ANTONIO ALMEIDA;55.58;C+;62.0;B;63.0;B;26.15;C;66.0;B;76.0;B+;43.0;C;48.0;C
4101309;ANTONIO OLINTO;64.96;C;83.0;B+;92.0;A;33.85;C;63.96;B;51.0;C+;67.0;B;39.0;C
2901700;ANTÔNIO CARDOSO                                             ;46.65;C;50.0;C+;59.0;C+;25.19;C;51.54;C+;38.0;C;75.0;B+;39.0;C
4201208;Antônio Carlos;56.8;C+;59.0;C+;65.0;B;33.08;C;65.92;B;49.0;C;85.0;B+;61.0;B
2901809;ANTÔNIO GONÇALVES                                           ;50.56;C+;66.0;B;80.0;B+;26.92;C;55.11;C+;31.0;C;0.0;C;37.0;C
5000906;ANTÔNIO JOÃO;65.85;B;70.0;B;91.0;A;50.0;C+;66.0;B;60.0;B;53.0;C+;36.0;C
2400901;Antônio Martins;51.32;C+;47.0;C;83.0;B+;28.08;C;72.54;B;35.0;C;0.0;C;34.0;C
4300802;ANTÔNIO PRADO;67.56;B;56.0;C+;88.0;B+;30.96;C;82.08;B+;80.0;B+;100.0;A;63.0;B
5201108;Anápolis;67.3;B;85.0;B+;76.0;B+;50.0;C+;72.25;B;49.0;C;38.0;C;77.0;B+
2500775;Aparecida;48.74;C;58.0;C+;73.0;B;27.12;C;52.81;C+;35.0;C;25.0;C;36.0;C
5201405;Aparecida de Goiânia;72.53;B;71.0;B;85.0;B+;41.92;C;80.49;B+;85.0;B+;85.0;B+;82.0;B+
5201454;Aparecida do Rio Doce;53.88;C+;71.0;B;92.0;A;29.04;C;62.11;B;2.0;C;0.0;C;57.0;C+
1701101;Aparecida do Rio Negro;64.55;B;65.0;B;91.0;A;40.0;C;80.0;B+;58.0;C+;30.0;C;41.0;C
5001003;APARECIDA DO TABOADO;58.48;C+;57.0;C+;82.0;B+;25.0;C;64.38;B;60.0;B;77.0;B+;59.0;C+
3300159;Aperibe;54.67;C+;51.0;C+;70.0;B;43.08;C;71.0;B;21.0;C;63.0;B;48.0;C
3200508;Apiacá;50.85;C+;43.0;C;56.0;C+;25.0;C;89.0;B+;29.0;C;70.0;B;37.0;C
2100832;Apicum-Açu;51.15;C+;72.0;B;81.0;B+;31.54;C;34.22;C;38.0;C;50.0;C+;22.0;C
4201257;Apiúna;71.28;B;68.0;B;91.0;A;59.42;C+;77.5;B+;55.0;C+;90.0;A;42.0;C
2401008;Apodi;58.6;C+;59.0;C+;68.0;B;44.23;C;79.5;B+;19.0;C;93.0;A;38.0;C
2901908;APORÁ                                                       ;40.17;C;47.0;C;70.0;B;25.38;C;47.22;C;2.0;C;0.0;C;41.0;C
5201504;Aporé;60.06;B;72.0;B;82.0;B+;50.0;C+;75.54;B+;16.0;C;0.0;C;51.0;C+
2901957;APUAREMA                                                    ;43.32;C;46.0;C;64.0;B;28.65;C;57.43;C+;21.0;C;0.0;C;40.0;C
4101408;APUCARANA;74.32;B;86.0;B+;88.0;B+;58.85;C+;68.5;B;89.0;B+;45.0;C;58.0;C+
2300903;APUIARÉS;56.6;C+;41.0;C;72.0;B;25.0;C;80.0;B+;68.0;B;80.0;B+;44.0;C
1300144;APUÍ;61.35;B;70.0;B;75.0;B+;25.0;C;80.0;B+;67.0;B;47.0;C;46.0;C
2800209;Aquidabã;46.55;C;65.0;B;48.0;C;25.0;C;50.0;C+;54.0;C+;25.0;C;46.0;C
5001102;AQUIDAUANA;63.12;B;47.0;C;86.0;B+;37.12;C;80.0;B+;53.0;C+;95.0;A;61.0;B
2301000;AQUIRAZ;47.38;C;58.0;C+;67.0;B;25.38;C;60.0;B;29.0;C;0.0;C;48.0;C
4201273;Arabutã;62.43;B;48.0;C;84.0;B+;25.38;C;89.5;B+;67.0;B;68.0;B;59.0;C+
2800308;Aracaju;65.82;B;78.0;B+;81.0;B+;25.0;C;71.58;B;65.0;B;87.0;B+;77.0;B+
2301109;ARACATI;49.67;C;36.0;C;66.0;B;1.54;C;76.29;B+;64.0;B;80.0;B+;66.0;B
2902005;ARACATU                                                     ;41.44;C;53.0;C+;72.0;B;2.5;C;55.93;C+;11.0;C;30.0;C;43.0;C
2902104;ARACI                                                       ;51.46;C+;60.0;B;75.0;B+;27.31;C;56.0;C+;28.0;C;40.0;C;60.0;B
2301208;ARACOIABA;51.69;C+;66.0;B;69.0;B;30.96;C;78.75;B+;2.0;C;0.0;C;51.0;C+
3200607;Aracruz;65.95;B;71.0;B;70.0;B;26.92;C;77.83;B+;95.0;A;80.0;B+;66.0;B
5201702;Aragarças;55.83;C+;82.0;B+;72.0;B;15.63;C;79.01;B+;32.0;C;0.0;C;58.0;C+
5201801;Aragoiânia;50.97;C+;47.0;C;63.0;B;50.0;C+;61.11;B;47.0;C;0.0;C;41.0;C
1701309;Aragominas;45.43;C;43.0;C;77.0;B+;30.38;C;39.5;C;51.0;C+;0.0;C;47.0;C
1701903;Araguacema;54.52;C+;43.0;C;81.0;B+;31.73;C;54.11;C+;75.0;B+;30.0;C;71.0;B
5101001;ARAGUAIANA;56.81;C+;63.0;B;67.0;B;31.54;C;80.5;B+;34.0;C;58.0;C+;42.0;C
5101209;ARAGUAINHA;48.24;C;47.0;C;76.0;B+;4.62;C;83.81;B+;15.0;C;20.0;C;69.0;B
1702158;Araguanã;63.3;B;72.0;B;80.0;B+;50.0;C+;59.0;C+;44.0;C;72.0;B;62.0;B
2100873;Araguanã;50.07;C+;61.0;B;64.0;B;39.04;C;68.29;B;21.0;C;0.0;C;30.0;C
5202155;Araguapaz;49.12;C;44.0;C;81.0;B+;25.0;C;69.36;B;31.0;C;0.0;C;43.0;C
1702208;Araguatins;57.29;C+;60.0;B;82.0;B+;27.12;C;60.82;B;46.0;C;65.0;B;69.0;B
1702000;Araguaçu;58.81;C+;43.0;C;87.0;B+;29.23;C;73.07;B;80.0;B+;50.0;C+;37.0;C
1702109;Araguaína;67.25;B;69.0;B;86.0;B+;31.73;C;71.25;B;79.0;B+;100.0;A;55.0;C+
